λ,pn
3.1622689747178453e-6,1599.9999999999752
3.1622647688004604e-6,1599.9999999999752
0.2042148873911807,674.4023503934486
0.29423751014556987,390.9081362527093
0.4008814886106396,316.00849769201153
0.49941152758733093,131.6090630115756
0.6040439514010777,299.66717810445147
0.6967325454448735,242.84253553512872
0.7983949097514758,288.8440113876951
0.9058059856155443,122.94673855934032
1.000738927983158,171.36104939539788
1.1009887566099568,114.45689563823262
1.2007875981363951,238.41301936172593
1.30020879703037,59.51570467698399
1.4008601359846395,157.04916032725086
1.4991798606210671,123.40934320759517
1.599249837455376,111.27025116157843
1.700025791920515,32.38122315921766
1.799811113205892,71.82885578679789
1.8995231022645733,212.15490577912485
1.999034237252393,87.74606911640379
2.0968725450516885,89.87595686254315
2.2030314726508053,12.829406308785115
2.300482761263413,35.342471543976046
2.3994814895252117,114.55431773399324
2.5002135761178343,35.86923820745836
2.599460856080825,109.32620974182761
2.699434255962022,137.04752653508186
2.7997181413752203,103.32923641386161
2.900270249581946,47.72787128945565
3.000107158046828,36.87332428431468
3.095802792246976,72.54088026298933
3.2006528508309846,76.45004584938357
3.296525933993449,64.99806974376702
3.400966501407746,33.86802806663901
3.49840590152393,20.342338065100524
3.5984844962824827,50.88847839062299
3.700222143301381,50.347295274129955
3.799601205512641,75.33837031586054
3.8982193976572432,76.46576626733844
4.0019702288127,30.40982585038385
4.102682886797824,53.14027611313551
4.200797604757243,38.67692939951343
4.299649003200968,113.22361953885033
4.398627954906636,33.31552218080645
4.502295158630209,9.520076901164252
4.598009185963286,11.325766818301688
4.696910492732678,34.43778286896322
4.810741558713109,12.8733640660649
4.8996415501252395,28.899111737031795
5.002339352452282,13.41858499335784
5.102374606670566,11.230177256337887
5.1963532179377445,34.29961387622162
5.2939011231419775,30.435752059465063
5.400515648727127,4.534741913478183
5.500907556839778,7.171488373346252
5.5986617838625685,4.654003204802904
5.695753836120716,3.3764760198076202
5.800414806407686,10.356331494118686
5.901091334740921,11.265868694612799
5.99895741449407,4.938513705498402
