λ,pn
3.1622723660924e-6,1680.9999999999952
0.13913911706256796,658.2865245250653
0.20244403621863694,726.0539776190177
0.2897483367383171,313.38872825787365
0.3968827821757922,346.27833045033844
0.5071168074108978,187.8327753152622
0.6008950764851229,373.07070214500555
0.6959108659835711,156.6517011578538
0.7973439949954638,417.2032287251843
0.8980135194100531,217.72727631164312
0.9984318709949014,383.3947213880156
1.1005846664627277,179.2142591896357
1.1991488069227763,25.183775536487293
1.296750112683255,104.9220386904874
1.3996898932590018,220.99488285681318
1.5039372826055315,169.63518561982676
1.6035821101794707,165.3528192699426
1.699966075749346,56.409441862051104
1.801065322464131,42.09325450269939
1.8969409959375547,77.06970529433313
1.999704961472522,91.72085302100673
2.102654099440527,32.91285502201177
2.2008933099317365,153.2455996925735
2.2961256004835677,72.46640850957036
2.395254126155449,68.29329258427065
2.5001206774791758,106.20629461554007
2.601181858641997,51.73478622794174
2.69842219795404,55.499997536738086
2.799942204816518,59.42446030928864
2.897646392499738,62.845273846228615
2.999438989817876,11.618752364952561
3.100919615160016,36.44798215080717
3.200175175584423,121.66816485453944
3.3004410146087477,50.79658973490423
3.400791777354455,93.7567454497007
3.4997804903745573,70.94438744167678
3.6000130224380333,50.201698681929514
3.697121609898284,19.18099534851527
3.8001619424501993,91.14709140739227
3.899831129828928,32.37289693955012
3.9997980648722473,76.3499523933681
4.1007026853608615,44.835178834398114
4.199243193422616,60.542994321928546
4.300235352403892,7.980571481646016
4.401687516610882,27.520653321962126
4.5024917820669295,8.754036130861985
4.596980695906457,21.369243392737832
4.699346258699864,34.73252919796529
4.800598273701051,21.121307541988468
4.900368818608961,14.115216376915964
4.999782947727276,30.190876570530392
5.102458690460176,8.73520686310017
5.201633472730789,16.289953623882603
5.300635953683542,14.84415686515644
5.400953496796436,4.176880725946142
5.499274001202189,13.043929679573044
5.605045181933608,21.682055378046645
5.699385215589057,7.109084577968054
5.800837415028869,12.883543485536537
5.90037711681759,15.713366199826693
6.000636816926846,6.493840834334853
