E,r,l1_q2.0,l1_q3.0,l5_q2.0,l5_q3.0,l10_q2.0,l10_q3.0
0.3134623982,1,0.179097039,0.03877010198,0.5130585736,0.3085265116,0.6103224861,0.4157795442
0.3155800605,1,0.3195316261,0.1209437538,0.8380833077,0.7606971729,0.8610662915,0.7916013016
0.3170739577,1,0.1930345467,0.04784867166,0.4894981292,0.2635863652,0.9139674538,0.871793583
0.3184920024,1,0.1292209018,0.02569651829,0.4340618904,0.2452761215,0.5177908149,0.3026019677
0.3139203088,2,0.2485250846,0.07875029679,0.5945990886,0.4196828673,0.8897967516,0.8348943687
0.3163131806,2,0.2127612113,0.05186469089,0.6319434108,0.4518412964,0.9853751505,0.9780873769
0.3141721853,3,0.237587373,0.06970474209,0.5627637092,0.3552309124,0.9639065653,0.9458887846
0.3152426037,3,0.2902613276,0.1065485762,0.4728873468,0.23446922,0.9302007128,0.8956349818
0.3167267132,3,0.1076294488,0.01388922801,0.2947472791,0.1007078923,0.4957722434,0.3002733888
0.3108604314,4,0.2159008718,0.06075125094,0.4859114895,0.2398910732,0.5006253218,0.2511520404
0.31301881,4,0.2476439759,0.07221266877,0.8250739111,0.7439378231,0.9121913575,0.8686157465
0.3105114545,5,0.2974531141,0.1051814897,0.5632963,0.3472246541,0.56808244,0.3521357987
0.31089291,6,0.1974989388,0.04929961917,0.5711452737,0.3738946289,0.941915509,0.9133660927
0.3153909111,6,0.1406066466,0.02457933363,0.4814431175,0.2678619875,0.8556629209,0.7857806133
0.3159974256,6,0.3120836246,0.1183958864,0.8690598265,0.8038208709,0.870188676,0.8052874852
0.3176755896,6,0.2200770931,0.05848886422,0.7703128583,0.6581029625,0.9837465728,0.9756314533
0.3178813825,6,0.1414633838,0.02502392775,0.4286267233,0.2120759628,0.56405205,0.3466091164
0.3116223513,7,0.1538912355,0.03366394185,0.4775681145,0.2839324023,0.5633811765,0.3643797196
0.3141226666,7,0.2229219845,0.06594353509,0.5620208455,0.3524200516,0.5825288252,0.3738637359
0.3150011663,7,0.1779067463,0.03934807052,0.6462809242,0.4980987085,0.7233889329,0.5886207
0.3145835934,8,0.1877677924,0.04712860943,0.5079516895,0.3103239143,0.8138324939,0.7215486317
0.3151836503,8,0.1571202484,0.03506496609,0.3453620625,0.1357492256,0.6218725104,0.4361030042
0.3165025369,8,0.2307895844,0.0634994705,0.6818132478,0.53061754,0.9632893579,0.9449340674
0.3181689295,8,0.3213888374,0.1238837858,0.8457909307,0.7705918354,0.9819603296,0.9729891404
0.3115377785,9,0.1360494431,0.02304073604,0.4548991116,0.2188378172,0.8993686994,0.8504141239
0.3129189781,9,0.160535619,0.03255247051,0.5863783744,0.4033843763,0.9055656483,0.8583830544
0.3136807499,9,0.1567149918,0.03217542597,0.519385957,0.3004666301,0.9363374209,0.9047744424
0.3104673814,10,0.2147135095,0.06674227712,0.7054880414,0.5811375188,0.8398097524,0.764749562
0.3142360619,10,0.1253069773,0.01920181081,0.3826305752,0.1653428213,0.708194874,0.5623718985
0.3183995139,10,0.2505121696,0.07825142193,0.7669783894,0.6509578918,0.7693834824,0.6540840789
