E,r,l1_q2.0,l1_q3.0,l5_q2.0,l5_q3.0,l10_q2.0,l10_q3.0
0.232181346,1,0.09456217692,0.01241034445,0.2876720559,0.09352705591,0.4893440028,0.2564760785
0.2325328868,1,0.2216245274,0.06480949526,0.7424931179,0.6338672678,0.8285877245,0.7496453746
0.2326905614,1,0.06287400136,0.006150376666,0.1921359216,0.04890779324,0.2981659853,0.1046626811
0.2337487391,1,0.2197650025,0.06408959536,0.7198650529,0.5880857098,0.9567184018,0.935461115
0.2341888034,1,0.1090736208,0.01467418435,0.3320543161,0.127850337,0.5262047695,0.3073699763
0.2395934613,1,0.1491908674,0.03200997085,0.5612178816,0.3993453287,0.6749483319,0.5332789687
0.2336542827,2,0.07384549536,0.00674263635,0.236618091,0.06246814368,0.4229142835,0.2193828685
0.2353671993,2,0.2545539044,0.08729053997,0.7326091136,0.6142071701,0.8861437482,0.8296776465
0.2358008466,2,0.1374832345,0.02348508915,0.4625464365,0.2729368411,0.7036845846,0.5589041965
0.2388600829,2,0.1486183017,0.03047350934,0.4855802575,0.2896319748,0.5752032127,0.3693620655
0.2345761019,3,0.2702889836,0.09303319375,0.7222222944,0.5890006809,0.73435753,0.6024008796
0.2347496616,3,0.2471048451,0.07915228533,0.8046064043,0.712240318,0.9582110634,0.9375592039
0.2352591307,3,0.2373159297,0.07566540429,0.5212824393,0.3319978003,0.7682831984,0.6526275697
0.2381550374,3,0.252478043,0.08263041658,0.6240781274,0.4668315214,0.6544752955,0.4817613936
0.2341496692,4,0.202448769,0.05503656598,0.6594872886,0.5161463355,0.8628026706,0.7981111942
0.2344273004,4,0.1710132302,0.03630583554,0.4626908753,0.2261770809,0.9106813088,0.8668634904
0.2378867674,4,0.1199936077,0.02024666645,0.3600195104,0.1481669206,0.4532298474,0.214143384
0.2388465069,4,0.1585671337,0.03635133638,0.4464292561,0.2477090197,0.4805267142,0.2717102484
0.2397854508,4,0.1340614865,0.02626263162,0.3394202221,0.1370490632,0.3972488935,0.169531488
0.2398372759,4,0.1676848685,0.03687081022,0.4302659608,0.2055793297,0.4770995647,0.23660695
0.2320805525,5,0.1599086535,0.033668997,0.3822018937,0.1638992106,0.4369988071,0.2017068274
0.232655702,5,0.1402352728,0.02505429007,0.427203061,0.2166854077,0.7368347009,0.6064217663
0.2349779885,5,0.2355036085,0.07331057345,0.769654223,0.6661999951,0.8470006713,0.7705643607
0.2358435754,5,0.3723730305,0.1594322089,0.8940686562,0.8424144034,0.902139797,0.853384847
0.2361256708,5,0.2274079785,0.06197103599,0.6852450808,0.536586349,0.9594115797,0.93924061
0.2383005285,5,0.1945857731,0.05137182613,0.3564150408,0.1474126562,0.7083866082,0.5826898921
0.239250985,5,0.2803296913,0.09646219085,0.8099872511,0.7205508905,0.82039805,0.733847742
0.2327965946,6,0.1171927564,0.01894214881,0.3748268534,0.1734920967,0.4170671125,0.2021090148
0.2337622758,6,0.2389967767,0.07252021217,0.6642510795,0.5016606394,0.9780397981,0.9671093806
0.2344281044,6,0.1344943627,0.02247992858,0.3288127638,0.1171770694,0.4826404404,0.241057129
0.2350164636,6,0.1622551449,0.03460942722,0.5567096885,0.3570434652,0.9273612434,0.8920506269
0.2366817286,6,0.1436260938,0.02555740064,0.5479184268,0.3707071512,0.717449954,0.5824193082
0.2375403317,6,0.1456124656,0.02612435399,0.5468625873,0.3746668076,0.6255882792,0.457840214
0.2382599869,7,0.1568462742,0.02993926223,0.4557697009,0.2163034273,0.4999333487,0.2504921731
0.2386815854,7,0.1395288729,0.02450198386,0.3393211711,0.1324211486,0.5092247446,0.2872852901
0.2324265034,8,0.1381904767,0.02457656901,0.4873506856,0.2755655067,0.8529621686,0.7800822829
0.2333871295,8,0.2383312951,0.06902021013,0.7715553026,0.6684723311,0.8930640773,0.8398274703
0.2333962369,8,0.1876522038,0.04411963521,0.4564980677,0.2381852051,0.5127995797,0.2727757581
0.2340299645,8,0.1182719604,0.01624892018,0.4323819949,0.2133453392,0.7908471082,0.6870906169
0.2355412386,8,0.2145315944,0.06282879372,0.5682965897,0.3780633535,0.9105928878,0.8669317166
0.2383614285,8,0.2916969262,0.1090316989,0.6482308098,0.4998695946,0.8661547342,0.802852478
0.238371826,8,0.4179059711,0.1903529672,0.8981734825,0.8483984122,0.8988947531,0.8485421357
0.2327714651,9,0.06986188932,0.005849218177,0.2012979198,0.04479606993,0.3526623007,0.1350401825
0.2328634218,9,0.0775134025,0.008111399838,0.2357555637,0.06733527151,0.3677601937,0.1478488153
0.2347072829,9,0.1445292807,0.02866857697,0.4179692751,0.2096894525,0.7487806926,0.6260724146
0.23597686,9,0.243677442,0.07591536933,0.7240955243,0.5949544221,0.7315168517,0.5977432952
0.2382340338,9,0.169306197,0.03909237774,0.3908115177,0.1705031154,0.4921730655,0.2447542546
0.2325243329,10,0.1782309847,0.03872361203,0.557387921,0.341591827,0.9830459305,0.9746251905
0.2352010185,10,0.1174884355,0.01736177189,0.3757978797,0.1572341829,0.5656317001,0.3497963048
0.2363455321,10,0.1359605467,0.02526841302,0.5010933223,0.320902365,0.7350066477,0.612741975
0.2377951121,10,0.1803708875,0.04338389534,0.58179908,0.4029577133,0.8817829506,0.8249385189
