E,r,l1_q2.0,l1_q3.0,l5_q2.0,l5_q3.0,l10_q2.0,l10_q3.0
0.0357996552,1,0.1288736982,0.02311528394,0.3199942033,0.1212211445,0.6298962963,0.4784579034
0.03663061181,1,0.08661137687,0.01334123867,0.2916367194,0.1290598334,0.3368873498,0.1501759495
0.03880158113,1,0.06661542526,0.007439640242,0.2209658332,0.06089978589,0.4140966407,0.2168514931
0.03950192214,1,0.04154211092,0.002218133309,0.1501357512,0.02558902761,0.2491912535,0.06706643261
0.04020821228,1,0.1952638654,0.05030773751,0.3973152136,0.1815249582,0.487058513,0.2508686769
0.0415434877,1,0.1585088008,0.03085725135,0.7047261945,0.5781556854,0.71228875,0.5832971233
0.04157610838,1,0.203680817,0.05674771534,0.6513513469,0.4963061232,0.915128417,0.8742136575
0.04290812296,1,0.1726653553,0.03782679743,0.6562844088,0.5039898026,0.904756719,0.8574967268
0.03655444012,2,0.05582915152,0.0042130932,0.1885316805,0.04309243234,0.3168472776,0.1224535727
0.03710145559,2,0.1588816259,0.03598205078,0.4507284703,0.2553622571,0.7391616381,0.6149253587
0.03720513758,2,0.1520561394,0.03930267143,0.3801889736,0.1933762528,0.4335900445,0.2176720574
0.03755403324,2,0.1754893075,0.04805986176,0.3624177456,0.1676620909,0.6282290745,0.4705962829
0.03760034419,2,0.06968352415,0.006842207553,0.2312528835,0.07019583313,0.3690959402,0.1616007987
0.03800472433,2,0.1133119239,0.02398664489,0.3171716932,0.1367978663,0.4526718727,0.2477672691
0.03974199147,2,0.3211251767,0.1228113448,0.670149744,0.5178402048,0.6816295478,0.5245669041
0.04078974796,2,0.06169530702,0.006428564073,0.2008791952,0.04989315541,0.3490793433,0.1447430121
0.03545269203,3,0.08816008087,0.01011693113,0.2502016654,0.07596084729,0.4342143388,0.2101392313
0.03586265307,3,0.08337541038,0.01081673617,0.2561308856,0.09368685937,0.3589232588,0.1707661483
0.03618343934,3,0.08917216547,0.01038141276,0.2286321624,0.06608554334,0.4114762716,0.1960682973
0.03710625553,3,0.1076686124,0.02148646098,0.2955824926,0.1329482404,0.4049902559,0.2221896242
0.03736278222,3,0.1264763377,0.02837903094,0.3069310809,0.1230350159,0.5123899732,0.3205950536
0.03736596241,3,0.1332594022,0.02799910234,0.2810816985,0.09534449633,0.5377352136,0.3493357628
0.04133174502,3,0.06607347874,0.006108512155,0.2564115211,0.08621800101,0.356695186,0.143783325
0.04238773061,3,0.06208876079,0.005520142978,0.1696350776,0.03266290554,0.3276580476,0.1180846041
0.04250744314,3,0.07916741103,0.009432241695,0.1930095587,0.04532845264,0.3029310872,0.1079162417
0.04290853731,3,0.1084804006,0.02187476195,0.253618149,0.08813790853,0.4249889383,0.2235831587
0.04340283719,3,0.0786229967,0.007976152718,0.2312837095,0.05735154247,0.335954312,0.1207228956
0.03644523281,4,0.1196179561,0.02185994006,0.3340046925,0.1425411015,0.6066017631,0.436590798
0.03671568717,4,0.1184032878,0.02115051749,0.2873864448,0.1107358766,0.4113914754,0.2143376257
0.0377024806,4,0.259804303,0.08816006509,0.4440487925,0.2086545998,0.8871488031,0.8322674823
0.03833744407,4,0.0737963393,0.008313169431,0.2029200403,0.05465487067,0.3249085879,0.1241968507
0.03840169659,4,0.09653143216,0.0138800371,0.2773390983,0.1119252657,0.4067925919,0.2111423827
0.03878038984,4,0.1368324499,0.03095646572,0.3328729242,0.1431702844,0.4137346784,0.2079081918
0.0388666085,4,0.07489591242,0.009215622263,0.2102185492,0.05580297191,0.3754524452,0.1731605942
0.03976089599,4,0.1813931119,0.04288433647,0.5872708719,0.4165532874,0.8407015449,0.7632839341
