E,r,l1_q2.0,l1_q3.0,l5_q2.0,l5_q3.0,l10_q2.0,l10_q3.0
0.07515214569,1,0.08569428265,0.01027606388,0.2755468367,0.09665499665,0.4123234441,0.1873133584
0.07569495544,1,0.09930759599,0.01182050412,0.3292437254,0.1231579635,0.4551942405,0.2190547535
0.0770595088,1,0.3051685211,0.1156225096,0.6681570861,0.5285716958,0.8651394113,0.8019242868
0.0777225828,1,0.07028628763,0.007351126011,0.2319099066,0.06977345379,0.4562115071,0.2745486819
0.07810243027,1,0.1574248978,0.03152868129,0.4726595375,0.2797856735,0.6379730799,0.469030315
0.07959973828,1,0.09052849447,0.0115375351,0.2600837124,0.08741322728,0.4863807095,0.309720592
0.07961990719,1,0.1434713737,0.02991387378,0.3566552509,0.159722351,0.4525778902,0.2428898856
0.07978852994,1,0.1024023132,0.01534853806,0.297322643,0.1079546795,0.4338334359,0.2205043982
0.08063809199,1,0.08039651068,0.008912727475,0.2346875874,0.0671443698,0.4388492429,0.2505400636
0.08146863349,1,0.09530514936,0.01404533605,0.2592336814,0.0783820706,0.4885518487,0.294288387
0.07659539599,2,0.04910826343,0.003268351138,0.1775197635,0.03883115326,0.3124797754,0.119370967
0.07810907921,2,0.09212076421,0.01352065178,0.249550758,0.07574330181,0.372378362,0.1553699562
0.07494753681,3,0.08417019532,0.009933987966,0.2143383611,0.050401176,0.3479793376,0.1286504536
0.07516756122,3,0.127899732,0.02198670546,0.4969364316,0.3207584334,0.6357380449,0.4799896761
0.07934171333,3,0.09226803242,0.01265315362,0.2695831518,0.09566222931,0.5192723219,0.3492996792
0.07973388749,3,0.154116305,0.03710037407,0.4213805804,0.2349508959,0.6221755775,0.4636161375
0.08033431868,3,0.09986800326,0.01371747365,0.2714783051,0.08045355526,0.4728095808,0.2400590026
0.08055059573,3,0.100333322,0.0174732503,0.3454638139,0.1803889315,0.4564640598,0.2805309023
0.08089465744,3,0.1123597417,0.02422959382,0.242317085,0.07984218602,0.4716968634,0.3002027746
0.08109943953,3,0.05630315989,0.004386882644,0.1550533801,0.02923150609,0.2775089198,0.09200444717
0.08152184184,3,0.1350877156,0.02240397995,0.4481051303,0.2144351014,0.4938143505,0.2521863699
0.07659235399,4,0.2497965915,0.08550409073,0.4817047029,0.2824211646,0.505591335,0.304245347
0.07680060009,4,0.1772465182,0.04965925926,0.4006533452,0.2053839898,0.6976748318,0.5748196854
0.0818274097,4,0.2090860214,0.05627743648,0.5929240151,0.4292820557,0.7548168291,0.6350080223
0.0754521493,5,0.08109242797,0.008604257208,0.2583066164,0.07618183078,0.3869264575,0.1651508008
0.07600599327,5,0.1210217498,0.02283463234,0.359067287,0.1604474029,0.4008628923,0.1840677768
0.07835133455,5,0.1142556486,0.02014792514,0.2837285529,0.1051345226,0.4558766222,0.2601737605
0.07992839308,5,0.07625462712,0.007567408117,0.2315174739,0.06400119703,0.4046069676,0.1812830874
0.08097200254,5,0.06309044285,0.005810695165,0.1695244581,0.03395885102,0.327973598,0.125266246
0.08126249344,5,0.1410439721,0.02831042387,0.3711869136,0.1701029024,0.6213932745,0.4583373277
0.08131283942,5,0.05605078208,0.004994942873,0.1481381537,0.02728273897,0.265118654,0.08591506595
0.08143190989,5,0.05250484242,0.004361219214,0.1401787953,0.0244867321,0.2482392796,0.07443145458
0.08191519537,5,0.1286399634,0.02653567692,0.3496323351,0.1775354863,0.4090779781,0.2179120888
0.08250143784,5,0.1799551206,0.04685020224,0.5026225499,0.3256199031,0.6512273637,0.4906399549
0.08260705722,5,0.09412031074,0.01667967238,0.3041898638,0.1292424473,0.4554586519,0.2423430394
0.07551201294,6,0.09649793898,0.01679145768,0.2735869854,0.09832428032,0.4019303437,0.1896353335
0.07879560051,6,0.04730039684,0.003192284266,0.1501109489,0.02699942104,0.2642279481,0.08056444573
0.07899130207,6,0.150087814,0.03402180193,0.4606709121,0.241785651,0.5158694823,0.2784736589
0.07912424794,6,0.06092328354,0.006152087764,0.1665258074,0.03586270717,0.3094904835,0.1257333462
0.07934709639,6,0.2185514486,0.06266133915,0.5763756121,0.4090670652,0.6704731193,0.5091061835
0.08158591761,6,0.0967599168,0.01172282807,0.329858979,0.1415406278,0.5774637523,0.3974632765
0.07478431267,7,0.07904858371,0.009408175559,0.2495490623,0.07932308628,0.4626443242,0.2731581878
0.07496081618,7,0.2924699813,0.1046952195,0.8616344059,0.7982490746,0.8929589273,0.8423131239
0.07602559842,7,0.1115450375,0.01586320844,0.3416074931,0.1295354327,0.4940532859,0.2587021946
0.07607540602,7,0.1168358402,0.0210008444,0.3304167922,0.1410739207,0.6218966889,0.4773661377
0.07623169812,7,0.06706325505,0.00676354921,0.2079453151,0.0579611856,0.3963866154,0.2162377544
0.0771560456,7,0.1414793507,0.02607364878,0.4899190477,0.2679775181,0.9039621471,0.8580153471
0.08048719753,7,0.1029567788,0.01416268407,0.3322851935,0.1427843187,0.477384036,0.27179076
0.08118980706,7,0.08168825207,0.01161390072,0.2098294964,0.06085478586,0.405080878,0.2213438517
0.08230915637,7,0.1063512927,0.01646148961,0.2871041236,0.09354162243,0.5380776349,0.3533663398
0.08264687226,7,0.1576924261,0.03148546215,0.3983878485,0.1782224814,0.7813139973,0.6800506967
0.0752257422,8,0.06033041964,0.005022242895,0.1908340048,0.03958798089,0.318742848,0.10828063
0.07779305178,8,0.2589385911,0.08411914125,0.449569084,0.2126797681,0.8928981069,0.8395208736
0.07899677179,8,0.0990864368,0.01252066741,0.2842325546,0.09159011267,0.53496309,0.3508378827
0.07946023418,8,0.1644988988,0.03574605088,0.6516256092,0.5147415957,0.7670144728,0.6628356486
0.08261532724,8,0.2073330108,0.05948338793,0.4345231701,0.2135763964,0.5007528157,0.2691514142
0.07542683185,9,0.06507390742,0.006291516539,0.1846897105,0.04300431724,0.3241901683,0.1286763098
0.07638774281,9,0.0778723413,0.009510506407,0.2127959094,0.05904368565,0.3307904433,0.1243822092
0.07684161113,9,0.08344389778,0.009516555468,0.2484311647,0.08469997285,0.4249420156,0.2223637821
0.08043645454,9,0.06555228845,0.006273184595,0.2298824038,0.07019523651,0.3875500105,0.1819211369
0.08137585979,9,0.05759269014,0.005381620971,0.1735529952,0.03567799408,0.3394503358,0.1357690512
0.08208471907,9,0.139810043,0.0303799491,0.2846964358,0.09226039483,0.5630880149,0.3608612555
0.08266245501,9,0.0831216021,0.01100369418,0.2556333476,0.08378568718,0.3805078407,0.170560061
0.07585572339,10,0.09632416154,0.01187322996,0.3178010981,0.1098371695,0.4946588843,0.2575593441
0.07920746323,10,0.09592372285,0.01180463191,0.3078275605,0.1072729547,0.4388891871,0.2056797673
0.08040532137,10,0.09028236664,0.01301801096,0.2686362839,0.1023192405,0.3954257063,0.1853412999
0.08137629645,10,0.06234562966,0.00503749467,0.2070016283,0.04862244605,0.3386861857,0.1206575708
