E,r,l1_q2.0,l1_q3.0,l5_q2.0,l5_q3.0,l10_q2.0,l10_q3.0
0.1199708271,7,0.0827829943,0.009256925519,0.2410829687,0.0694408743,0.3413916937,0.1382264208
0.1201558503,7,0.119848968,0.01925539196,0.424912577,0.2445209567,0.6193700894,0.4584058133
0.1204451663,7,0.08956253014,0.01245553445,0.2580699211,0.08983052965,0.4859335839,0.3041022778
0.1148905971,8,0.06744888141,0.006025105669,0.2198592464,0.06060784959,0.3882320835,0.1788172532
0.1153078663,8,0.1379763888,0.02841470069,0.3855703815,0.1934096708,0.4405518747,0.232042682
0.1157812598,8,0.1511952652,0.02906115116,0.4393823264,0.2434540666,0.7179285637,0.5936839054
0.1179893179,8,0.165919811,0.0408112961,0.4035341781,0.1796580419,0.4601866225,0.2234097628
0.1189977839,8,0.1926043482,0.05284709096,0.4270159322,0.1953873449,0.4968153031,0.2476111312
0.1148262039,9,0.1823845894,0.05118525486,0.4306211163,0.2323517155,0.6511564241,0.4912504485
0.1151919902,9,0.1109197873,0.01828927853,0.3674564723,0.1556452283,0.7287263126,0.6109355108
0.1168136707,9,0.0959866083,0.01133099047,0.3717450301,0.157429996,0.7357869873,0.6190467952
0.1175343019,9,0.084769051,0.01042279456,0.2990728019,0.1150964176,0.4715430918,0.2439649785
0.1175652903,9,0.1817871514,0.05474765212,0.5395863204,0.3702126089,0.6075109212,0.4432759499
0.1186954144,9,0.1104680299,0.01781470483,0.32733808,0.1247620724,0.4686527627,0.2271027993
0.1186982633,9,0.05666416963,0.004286376193,0.193708734,0.0480661449,0.3581366012,0.1624580239
0.1143494804,10,0.2390061122,0.06775189355,0.7235355485,0.6009862597,0.8666345328,0.8000999694
0.114549071,10,0.1590103154,0.03936889749,0.4664215436,0.2608315268,0.8171369313,0.7329474673
0.1148476993,10,0.1367081417,0.02320263159,0.4488958908,0.2145653299,0.4944094522,0.2487534955
0.1166307418,10,0.1171680112,0.01670739243,0.3108433836,0.1023856336,0.4988507277,0.2767994558
0.117738061,10,0.09257457912,0.01042062801,0.3249156735,0.1164073417,0.6215465617,0.4432682553
0.1179643458,10,0.1071758159,0.01501230999,0.309363662,0.1088701024,0.5020513568,0.2942748711
0.118989847,10,0.1793799414,0.05266831085,0.3927181319,0.1832185696,0.4798366588,0.2407303452
0.120166695,10,0.06213798887,0.005946332512,0.1885604947,0.04510667441,0.3689644456,0.1757522575
0.1216477524,10,0.08335094919,0.01037219907,0.2718680707,0.09929012625,0.3423459371,0.1417396855
0.1216558142,10,0.05421628354,0.004579503311,0.1498240473,0.02756362499,0.2812818539,0.09194022291
