E,r,l1_q2.0,l1_q3.0,l5_q2.0,l5_q3.0,l10_q2.0,l10_q3.0
0.1927630795,1,0.1075698967,0.01956358649,0.3614984325,0.1604324656,0.4209793396,0.1981581829
0.1941775968,1,0.1440193687,0.0260484317,0.5760696628,0.4071101079,0.6867604052,0.5412365856
0.194486103,1,0.2891944511,0.1019456076,0.6282070198,0.4714442885,0.7470188143,0.6225027503
0.1946547812,1,0.2264866765,0.06959938642,0.4987609268,0.2764072465,0.9142289718,0.8716814137
0.1984483596,1,0.1072867229,0.01397353191,0.3568114906,0.166713541,0.5678063286,0.3627302014
0.198951767,1,0.1605014693,0.03344923217,0.534985722,0.3327969893,0.5892104493,0.3880342767
0.1928466858,2,0.1438068273,0.02957837444,0.440975575,0.2298250533,0.5198031025,0.2895629887
0.1973117578,2,0.1074493887,0.01758648634,0.3337163068,0.138984561,0.6409760075,0.4963679835
0.1983759874,2,0.213460925,0.0599767552,0.6953323146,0.563158011,0.7274029891,0.6023205653
0.1989403709,2,0.1003648311,0.0135465634,0.4528919938,0.2741415864,0.5028946262,0.3114668556
0.1935301872,3,0.1587755416,0.03454820828,0.4018243975,0.1801505557,0.4819615585,0.2370298773
0.1958679821,3,0.2165034226,0.06432452438,0.5156739028,0.3132245077,0.5807575416,0.3770118021
0.2005820376,3,0.1922122422,0.05384484909,0.5402595346,0.3794781066,0.653451846,0.5034098578
0.1935182673,4,0.06083728717,0.005768362049,0.1651351907,0.0369726815,0.2133227556,0.05451767554
0.1941182885,4,0.1735777611,0.04010575208,0.5083056056,0.3145613648,0.5857445914,0.3826879886
0.1942136193,4,0.1381945898,0.03162479865,0.2759342295,0.1080229385,0.2999459755,0.119193071
0.1947293098,4,0.2439068997,0.07853962238,0.7135113839,0.5890049686,0.8855393222,0.8310686925
0.195256142,4,0.1975765354,0.05202790945,0.7163633525,0.5952850181,0.8665504023,0.8043371131
0.196232935,4,0.09657068409,0.01219197957,0.2440189547,0.06969002075,0.3561345503,0.1365161253
0.196728822,4,0.2939562952,0.1025976686,0.6380784372,0.4702453473,0.666932002,0.5043786729
0.1968797211,4,0.08314488918,0.00909429223,0.2896216629,0.1038469862,0.5596536231,0.390266102
0.1986435159,4,0.1725118422,0.04343121541,0.4754139125,0.2850418387,0.7521035298,0.6320058981
0.1990539652,4,0.2058848402,0.06021007084,0.3411152452,0.1351340556,0.6712494942,0.5301445038
0.1993706113,4,0.121320165,0.02022284763,0.2915342814,0.1064816673,0.379062577,0.1596773027
0.1937860237,5,0.1839703718,0.04103693151,0.4902465958,0.2515782593,0.9554666746,0.9334121377
0.1947901131,5,0.3371392377,0.1336237134,0.738043502,0.6135766366,0.9641323814,0.946439236
0.1951993439,5,0.1995686952,0.05478528214,0.6772574926,0.5373921834,0.8126338534,0.7191744987
0.1990908527,5,0.1105894537,0.01461097372,0.3179180284,0.1070998092,0.5863106104,0.3809789917
0.1927797127,6,0.08513828525,0.008438311022,0.3064117977,0.1051078432,0.5698847962,0.3921722564
0.1941187092,6,0.1740606671,0.04204618822,0.6422664073,0.4897845992,0.7535524016,0.6327476415
