E,r,l1_q2.0,l1_q3.0,l5_q2.0,l5_q3.0,l10_q2.0,l10_q3.0
-0.003518086029,1,0.06307632271,0.005207146414,0.1769444007,0.03686731298,0.3173626182,0.1102260036
-0.003511682494,1,0.09464670917,0.01600060309,0.2175427296,0.06646597093,0.3302004276,0.1279041921
-0.003118760978,1,0.06864555008,0.007166716774,0.1422453265,0.02487392406,0.1934784938,0.04188295249
-0.002803953656,1,0.181386238,0.05129183891,0.2684150714,0.08854185165,0.5113577858,0.318668621
-0.002613837667,1,0.08485150792,0.01025112674,0.2002395328,0.04680746477,0.2902597338,0.08889651185
-0.001510979128,1,0.07131732035,0.007373716232,0.1847695012,0.039783777,0.3225417367,0.1293080518
-0.001477653015,1,0.1758213408,0.0440263391,0.2569051252,0.07337553197,0.5083394862,0.2833400208
-0.001453755733,1,0.05089044153,0.004109103839,0.1224061001,0.01899037793,0.1858388365,0.04076339483
-0.001453397727,1,0.1160882914,0.02358473741,0.2708219903,0.09547137995,0.3063583796,0.1127711966
-0.0003322100246,1,0.04340016192,0.002710758197,0.1099086465,0.014722909,0.1767173836,0.03835891399
-0.0002362764337,1,0.108079597,0.01715362544,0.2638427672,0.09874466991,0.2798135222,0.1034983332
-0.0002338077859,1,0.1967246634,0.05589594563,0.2864334129,0.1013712069,0.3069618128,0.1133056485
-0.0001622872798,1,0.06530547059,0.006480039379,0.1188804663,0.01676094536,0.2029897124,0.04838096381
-2.834423062e-6,1,0.1163903357,0.02205957535,0.2142390117,0.05897605388,0.3235570357,0.1272854083
-1.169686788e-8,1,0.1740134586,0.04259182903,0.278996816,0.09235064996,0.3890630423,0.1699510676
1.16968681e-8,1,0.1740134586,0.04259182905,0.278996816,0.09235064993,0.3890630424,0.1699510676
2.834423062e-6,1,0.1163903357,0.02205957535,0.2142390117,0.05897605389,0.3235570357,0.1272854083
0.0001622872798,1,0.06530547059,0.006480039379,0.1188804663,0.01676094536,0.2029897124,0.04838096381
0.0002338077859,1,0.1967246634,0.05589594563,0.2864334129,0.1013712069,0.3069618128,0.1133056485
0.0002362764337,1,0.108079597,0.01715362544,0.2638427672,0.09874466991,0.2798135222,0.1034983332
0.0003322100246,1,0.04340016192,0.002710758197,0.1099086465,0.014722909,0.1767173836,0.03835891399
0.001453397727,1,0.1160882914,0.02358473741,0.2708219903,0.09547137995,0.3063583796,0.1127711966
0.001453755733,1,0.05089044153,0.004109103839,0.1224061001,0.01899037793,0.1858388365,0.04076339483
0.001477653015,1,0.1758213408,0.0440263391,0.2569051252,0.07337553197,0.5083394862,0.2833400208
