E,r,l1_q2.0,l1_q3.0,l5_q2.0,l5_q3.0,l10_q2.0,l10_q3.0
0.3545046292,1,0.1956935859,0.04296147448,0.7498446177,0.6307548457,0.7817570206,0.6726393082
0.3559931017,1,0.3587766289,0.149354129,0.9443143224,0.9170623574,0.9710619818,0.956593713
0.3541618837,2,0.2281283872,0.06673259151,0.4715145643,0.2302435334,0.9378870904,0.9074754213
0.3497579207,3,0.3351415796,0.1352873416,0.7545161148,0.6321442384,0.9979755765,0.9969633936
0.3510495198,6,0.2070705913,0.05255355849,0.5438097255,0.3223339157,0.5570440719,0.3355762441
0.3570113893,6,0.1377418022,0.02459868431,0.4292280078,0.2009116542,0.5102916896,0.2662576429
0.3508141528,7,0.3135717418,0.1182798335,0.5207337226,0.281721369,0.9982687839,0.9974034521
0.3520668934,7,0.2594876929,0.0836981876,0.7416336447,0.6146929322,0.7495585375,0.624451721
0.3531790299,7,0.2663107987,0.08281266753,0.881968292,0.8234476463,0.8870125155,0.8305189412
0.3554348079,7,0.1775871273,0.04054140745,0.4821294966,0.270712671,0.5432009467,0.3321778485
0.3572077326,7,0.1942302897,0.05152163375,0.6379042892,0.4851639916,0.8047420649,0.7071147405
0.3525001869,8,0.2760867355,0.091093134,0.8230442499,0.73699073,0.9796450805,0.9694758698
0.3575295678,8,0.2545751432,0.07965147152,0.6369660494,0.4593295683,0.6479029358,0.4718645681
0.3570359293,9,0.2627247358,0.07742299631,0.5954781361,0.3933350173,0.9996114236,0.9994171514
0.355185284,10,0.1878601228,0.04718313035,0.683422054,0.5330746441,0.9628799496,0.9443211047
