x,y,psi_abs
1,1,0.46069192210750676
1,2,0.4479996365642595
1,3,0.11398698468545809
1,4,0.16345369148730363
1,5,0.1300345536104225
1,6,0.04492806340521552
1,7,0.026077091206957455
1,8,0.05301758231934589
1,9,0.022062800013491375
1,10,0.053736701123793945
1,11,0.0270191082140033
1,12,0.025170691642794587
1,13,0.0061680337679263075
1,14,0.028127204516090236
1,15,0.07677613703444688
1,16,0.0017672912299287946
1,17,0.08697834885459732
1,18,0.010550802764932511
1,19,0.07072543332384416
1,20,0.14582215264796927
1,21,0.03672562598345346
1,22,0.08069462706144583
1,23,0.016156146916702443
1,24,0.022692432244632108
1,25,0.021557119781413902
1,26,0.04980930226807667
1,27,0.1036055099342068
1,28,0.09229190275968509
1,29,0.034073790525057
1,30,0.10882664690251088
1,31,0.021337784072704587
2,1,0.12653551127071466
2,2,0.0919350883836298
2,3,0.09010485712546466
2,4,0.07496743582597318
2,5,0.0018886320957653782
2,6,0.07484643764481713
2,7,0.012521191298570013
2,8,0.013194970596784377
2,9,0.012635980128599195
2,10,0.021187297229024484
2,11,0.03922169533801573
2,12,0.012864394081796154
2,13,0.05201993689923954
2,14,0.018458036582024162
2,15,0.011211297769338237
2,16,0.03270484462084437
2,17,0.05884987200777507
2,18,0.08509091414895041
2,19,0.056620723852317985
2,20,0.0026697042934740903
2,21,0.025843891656711224
2,22,0.0039565571411892195
2,23,0.01135036974198536
2,24,0.020000124586590496
2,25,0.01881136909993819
2,26,0.029579730043719547
2,27,0.0434571459721845
2,28,0.023134510772510806
2,29,0.006055790344725989
2,30,0.07163921645839784
2,31,0.03339056963264554
3,1,0.1438938827566755
3,2,0.03631406274633696
3,3,0.05064405582888986
3,4,0.07814962650805574
3,5,0.02333651529687596
3,6,0.004033028346686971
3,7,0.0202048469204511
3,8,0.016504323456767705
3,9,0.002180488339827769
3,10,0.00911512067621548
3,11,0.008410243324991566
3,12,0.007639501064306428
3,13,0.033846886800992945
3,14,0.0047118617805269585
3,15,0.01311207829806744
3,16,0.021918281726697804
3,17,0.005006037159248871
3,18,0.03417420455287065
3,19,0.0145366040805329
3,20,0.03775838778588736
3,21,0.028386467936382997
3,22,0.008826699401846758
3,23,0.033256272783221456
3,24,0.06312850759787593
3,25,0.06585818108650422
3,26,0.024556979984754014
3,27,0.02126405074210024
3,28,0.042839990976421105
3,29,0.011112167243180345
3,30,0.12939051737059312
3,31,0.033465869111176286
4,1,0.08129680775175399
4,2,0.0018466729005297935
4,3,0.01003434398271848
4,4,0.03156719647647416
4,5,0.013886485777657822
4,6,0.02878714442984472
4,7,0.059849482571985906
4,8,0.032563259070738856
4,9,0.009306123144037264
4,10,0.013071724731447805
4,11,0.013502833943952179
4,12,0.0184399532746148
4,13,0.019296074261781357
4,14,0.03955853663711463
4,15,0.006784265673992542
4,16,0.024400312544766118
4,17,0.08619464671394206
4,18,0.04669622262173741
4,19,0.0380023653601648
4,20,0.08559846283160988
4,21,0.07507241455794246
4,22,0.01829213308495045
4,23,0.015136500616428218
4,24,0.009341890229050909
4,25,0.0493786394660948
4,26,0.004148816795895615
4,27,0.012565876571235084
4,28,0.006696488259903347
4,29,0.002495117546229914
4,30,0.015773346265799022
4,31,0.03832366316905125
5,1,0.009975241441907206
5,2,0.002939471997370922
5,3,0.011101235792840574
5,4,0.04581964127856329
5,5,0.03152785592922547
5,6,0.025063325903640393
5,7,0.044078162145935844
5,8,0.03623870238941587
5,9,0.004736953600308912
5,10,0.008707127085639525
5,11,0.019305097451738105
5,12,0.045143378461259216
5,13,0.0007719040017752186
5,14,0.0016797012713959403
5,15,0.009917055641552002
5,16,0.036685272698334125
5,17,0.016021188216814492
5,18,0.010334515762971487
5,19,0.021628034321048078
5,20,0.047336902102599464
5,21,0.0014531366504103528
5,22,0.04958308377340209
5,23,0.04366392680450877
5,24,0.06433236785340574
5,25,0.0064689802788384
5,26,0.03317295927323807
