x,y,psi_abs
5,1,0.007629090818597181
5,2,0.0013603447156759758
5,3,0.004938649492646217
5,4,0.023440981075237628
5,5,0.021043718310336357
5,6,0.028502804567500727
5,7,0.01960839759252611
5,8,0.03968682079446764
5,9,0.011824986192590701
5,10,0.01809300006195994
5,11,0.03176870942485306
5,12,0.0367150826500711
5,13,0.00683077704701089
5,14,0.003078318418532067
5,15,0.02819832961862407
5,16,0.03281240262053301
5,17,0.009700443420230076
5,18,0.01923573627010269
5,19,0.023302457901464083
5,20,0.016547003750886007
5,21,0.015345486384464996
5,22,0.023872098846777167
5,23,0.02518971671298144
5,24,0.01385674536926338
5,25,0.00183985952417728
5,26,0.03752754995572865
5,27,0.03452638311113883
5,28,0.006213580595219054
5,29,0.011546712294094303
5,30,0.004447005150644593
5,31,0.024905602743361246
6,1,0.003906368905095978
6,2,0.0070423113306032365
6,3,0.019636227644048775
6,4,0.01450892513313684
6,5,0.03344222698229331
6,6,0.021291307679142536
6,7,0.015083952844431718
6,8,0.03867078413045051
6,9,0.05163597502108738
6,10,0.004527442279282594
6,11,0.013167405279374817
6,12,0.021306044775797357
6,13,0.006132440188436325
6,14,0.025818580758809592
6,15,0.025495082005950204
6,16,0.021724307697952226
6,17,0.019996582593105015
6,18,0.024887423793300324
6,19,0.03005302397179743
6,20,0.04863493060194225
6,21,0.04725828372714925
6,22,0.060768391364297465
6,23,0.0004961055944587075
6,24,0.012474685677054379
6,25,0.010351568387311915
6,26,0.02745822267470213
6,27,0.03151586932012841
6,28,0.045509219024974734
6,29,0.005011325152649598
6,30,0.0024679759889105896
6,31,0.0035277713526054057
7,1,0.033819252800130685
7,2,0.010135773699884417
7,3,0.01065758967148373
7,4,0.035431508501246836
7,5,0.017247920065183633
7,6,0.01904846552040371
7,7,0.009517764221811428
7,8,0.04281265176857516
7,9,0.011812175899355576
7,10,0.01024149873589502
7,11,0.008933968505862346
7,12,0.00906169155048094
7,13,0.0028374631356054354
7,14,0.02279666322387056
7,15,0.02683458123158761
7,16,0.022049912450469247
7,17,0.013890648843864614
7,18,0.007453089363817853
7,19,0.010550887608689821
7,20,0.04209848078595413
7,21,0.02033281328780245
7,22,0.01443946400086921
7,23,0.008599172215158976
7,24,0.02025234269972965
7,25,0.02038457729542996
7,26,0.012020608964198175
7,27,0.06977151396574026
7,28,0.02882301841992445
7,29,0.0075364242458338645
7,30,0.015297267960841094
7,31,0.013242703347676561
8,1,0.028091310096507262
8,2,0.02589364027778573
8,3,0.011130241664317872
8,4,0.029329814481411035
8,5,0.013787980745829582
8,6,0.01505185384332953
8,7,0.02448556005426501
8,8,0.025074506363740205
8,9,0.01634966474113983
8,10,0.01958313475722565
8,11,0.016476870798873496
8,12,0.02845762639285054
8,13,0.020117439082265674
8,14,0.00990760055931556
8,15,0.02792957987348085
8,16,0.017183536745318334
8,17,0.017488202354813156
8,18,0.010672096384790958
8,19,0.014144391145012631
8,20,0.021476926003185768
8,21,0.008780483251334969
8,22,0.01583961251703108
8,23,0.011937229239344808
8,24,0.013787154942748464
8,25,0.019390946967324185
8,26,0.012387843766972792
8,27,0.021468914099060498
8,28,0.004009937261936647
8,29,0.005597627514973053
8,30,0.024917583939267043
8,31,0.010134049497205554
9,1,0.015826466593370798
9,2,0.01717697546914962
9,3,0.012792871677339031
9,4,0.047453350417998336
9,5,0.030665203817093225
9,6,0.021790904290269097
9,7,0.003051576911361864
9,8,0.0029112687848475297
9,9,0.03731445574693284
9,10,0.029473337643573322
9,11,0.00930164135186177
9,12,0.018017350441584028
9,13,0.0030847106599511277
9,14,0.01652160251110141
9,15,0.0037917550273512354
9,16,0.03416591729822522
9,17,0.025199631031246932
9,18,0.025310331498449593
9,19,0.014004123264460872
9,20,0.01317126576536378
9,21,0.052625189215562876
9,22,0.010428563438872383
9,23,0.015098562395078665
9,24,0.0012696740452746665
9,25,0.018168887358875903
9,26,0.004991290964526727
9,27,0.03613174948446376
9,28,0.026336654930768543
9,29,0.006029477034056633
9,30,0.012593931499998167
9,31,0.008837433842386581
10,1,0.017624317526327718
10,2,0.015482942360375024
10,3,0.010983042366878939
10,4,0.00644445155421143
10,5,0.014340137809587187
10,6,0.0068027403331287145
10,7,0.029002637329648126
10,8,0.036437885066633625
10,9,0.03167626545877192
10,10,0.04147893916327599
10,11,0.020383553191552956
10,12,0.002697554553050001
10,13,0.01970088006729591
10,14,0.025710912224898
10,15,0.03103073189178232
10,16,0.012012345101025878
10,17,0.01852118239144561
10,18,0.015966154453688403
10,19,0.02168366919763899
10,20,0.014682125669970503
10,21,0.03339411013143448
10,22,0.019169278330782306
10,23,0.014896639056355273
10,24,0.014013666501133481
10,25,0.007800335120178872
10,26,0.009594893329089702
10,27,0.018298169854587834
10,28,0.03456406363243301
10,29,0.002388055260413661
10,30,0.0019012523631367789
10,31,0.007154643939716427
11,1,0.019066494326795504
11,2,0.011667469301343615
11,3,0.006463583584935596
11,4,0.011981307686329731
11,5,0.011712081423021095
11,6,0.02800029340976074
11,7,0.02880619970282407
11,8,0.014375143992480353
11,9,0.030570507878703974
11,10,0.04123272118282693
11,11,0.005425218150706127
11,12,0.0064977788012292
11,13,0.036938861368007024
11,14,0.00970876577216858
11,15,0.009626334231173112
11,16,0.008533536856340417
11,17,0.015922861641269544
11,18,0.024919234559801936
11,19,0.015870730977735215
11,20,0.005463507940403827
11,21,0.027250623141182373
11,22,0.0025605850901490334
11,23,0.02313685754792476
11,24,0.013602787519674052
11,25,0.01731594881504878
11,26,0.009412995806273227
11,27,0.010434388058388354
11,28,0.02438455943149909
11,29,0.01302988556508464
11,30,0.019799358275615474
11,31,0.008844835855930652
12,1,0.005394171225457897
12,2,0.011998070956444834
12,3,0.0021857020176520967
12,4,0.01412427443316843
12,5,0.012025371305294777
12,6,0.015294847317263544
12,7,0.010783750416052774
12,8,0.03183338604834755
12,9,0.03030560888156692
12,10,0.0581450109352146
12,11,0.0031585448542772094
12,12,0.007351404466232128
12,13,0.019903184021916813
12,14,0.028039261737922632
12,15,0.009502667453031745
12,16,0.025374435242868983
12,17,0.021142187718487807
12,18,0.01892527617961291
12,19,0.02912123006169769
12,20,0.01211319087381815
12,21,0.02074632315609776
12,22,0.014128437500617574
12,23,0.00032027896759626365
12,24,0.01595706644359258
12,25,0.010415019547501065
12,26,0.01969989060015714
12,27,0.04078600849941669
12,28,0.008268508198670168
12,29,0.005945344800897355
12,30,0.020135620205823008
12,31,0.028867696812767657
13,1,0.0016626950268034623
13,2,0.004872276587379072
13,3,0.011761456018856944
13,4,0.0343017201226279
13,5,0.043731652567795376
13,6,0.03829387321910478
13,7,0.042437901059706996
13,8,0.04618341419361482
13,9,0.06357636269373018
13,10,0.03646840610927784
13,11,0.01268184606894255
13,12,0.011000627027461216
13,13,0.026550872503261286
13,14,0.014185996686012168
13,15,0.0041147832296112175
13,16,0.029186999753945647
13,17,0.0014545396292026942
13,18,0.015076390378586147
13,19,0.02555980318346236
13,20,0.025779944203772574
13,21,0.030763784934094155
13,22,0.009113587124445403
13,23,0.0159599085962602
13,24,0.009976713780964722
13,25,0.006756585383298856
13,26,0.012942461253903132
13,27,0.024747125703285425
13,28,0.03875943222155119
13,29,0.0038534302356746154
13,30,0.008439735682873461
13,31,0.012002289453935123
14,1,0.04495522188052361
14,2,0.0180384586302862
14,3,0.05241206247456758
14,4,0.027645287405825253
14,5,0.09651837845052605
14,6,0.011575362967191206
14,7,0.015022955781525493
14,8,0.022113054862683074
14,9,0.014776578480819001
14,10,0.003925524108353915
14,11,0.015822326511385067
14,12,0.01284558594223909
14,13,0.008486740343056208
14,14,0.033401490718785516
14,15,0.008290134614027332
14,16,0.03908606045282983
14,17,0.015692766607424316
14,18,0.009045589775365038
14,19,0.02689934500284811
14,20,0.022981850697579652
14,21,0.01190428996034105
14,22,0.01913046065181705
14,23,0.04730288891470441
14,24,0.013883003799944995
14,25,0.012762772729186422
14,26,0.015059187944682171
14,27,0.02719278605729158
14,28,0.016328676702963604
14,29,0.006263613887361456
14,30,0.0032621264998259894
14,31,0.00777136196519059
15,1,0.05665702787420192
15,2,0.010080989639791683
15,3,0.0018886392651410976
15,4,0.00972246800906467
15,5,0.046811340420741775
15,6,0.018464629038767163
15,7,0.005450452890871474
15,8,0.028858385545108837
15,9,0.0195214480652714
15,10,0.011281904367029374
15,11,0.007865330910538072
15,12,0.007666286424243008
15,13,0.00656410731802623
15,14,0.029521587266454503
15,15,0.028609529803464463
15,16,0.0033819483101577355
15,17,0.03563924296466063
15,18,0.021958473380878304
15,19,0.03603858649807411
15,20,0.02901329296329354
15,21,0.026948488143169903
15,22,0.012908840937279209
15,23,0.05883949286198887
15,24,0.01468051906735235
15,25,0.02274935972187043
15,26,0.011227204691439988
15,27,0.024077617497545285
15,28,0.005892455870428939
15,29,0.016583592431138702
15,30,0.010817759650289116
15,31,0.029516531449271896
16,1,0.06940776317622421
16,2,0.016695224574616713
16,3,0.012145916548991434
16,4,0.007487161517583063
16,5,0.05135378551306722
16,6,0.02793263400285938
16,7,0.030463914622250416
16,8,0.004859607953162004
16,9,0.021153402065069125
16,10,0.00999127442064052
16,11,0.03970334307524315
16,12,0.03785758774217614
16,13,0.04741807518970956
16,14,0.04288483126567519
16,15,0.0196085515216658
16,16,0.00528261619225899
16,17,0.024796289777113
16,18,0.020735138959706825
16,19,0.02503008458871309
16,20,0.03369395109032106
16,21,0.020265801811303445
16,22,0.054798348270925286
16,23,0.01042187540376991
16,24,0.00856141355600439
16,25,0.04466523413108612
16,26,0.04124503530280314
16,27,0.009306070767444373
16,28,0.006635407969177677
16,29,0.02731446636754726
16,30,0.004186428490391046
16,31,0.009095980009786543
17,1,0.018102874837936777
17,2,0.015232975984128979
17,3,0.013709499869702086
17,4,0.001060086768146196
17,5,0.01061630659884976
17,6,0.04868345961168654
17,7,0.007089393703846851
17,8,0.08981774292276684
17,9,0.018370211891923945
17,10,0.007691479293201698
17,11,0.0372770128238913
17,12,0.014157175800400136
17,13,0.015413192222487045
17,14,0.002279868027484706
17,15,0.05325435911120752
17,16,0.016672149289299852
17,17,0.01636621809899591
17,18,0.042934794992181134
17,19,0.016528864062071293
17,20,0.023408929084326756
17,21,0.024206003299964224
17,22,0.013508600732323872
17,23,0.02942068957044003
17,24,0.07332138635479228
17,25,0.030136232502697383
17,26,0.040026273000824814
17,27,0.03511991544610782
17,28,0.016217543301269524
17,29,0.043314637507370385
17,30,0.03485803906672103
17,31,0.06592535111959857
18,1,0.022670491366416277
18,2,0.010250600261254832
18,3,0.010253934823926353
18,4,0.005773336277250458
18,5,0.03077357026939257
18,6,0.011126691840612702
18,7,0.018266181444933055
18,8,0.007351824084579192
18,9,0.022631985835298424
18,10,0.005712003050810913
18,11,0.015602816947287629
18,12,0.023636407652364713
18,13,0.01127949777572552
18,14,0.007873257029061848
18,15,0.01819650226770622
18,16,0.028294573418164472
18,17,0.015087495052329767
18,18,0.02289170707691074
18,19,0.015316353385611652
18,20,0.05183822084786278
18,21,0.018160571607933496
18,22,0.009280893227082795
18,23,0.04630293602418771
18,24,0.019933046167093172
18,25,0.05472111018468105
18,26,0.021337602798024123
18,27,0.019694750285837854
18,28,0.053439612908527945
18,29,0.00612720959242484
18,30,0.05465637241645442
18,31,0.029124159638449616
19,1,0.02750068023576443
19,2,0.024120704450154223
19,3,0.002815548238082166
19,4,0.011348136749026414
19,5,0.028415023925879447
19,6,0.012929653309700005
19,7,0.005233364905934978
19,8,0.02555260919782833
19,9,0.036829430453943164
19,10,0.023870014058262383
19,11,0.00862583496440817
19,12,0.02117332572835986
19,13,0.02577653014046329
19,14,0.015285106822073345
19,15,0.023143918468841694
19,16,0.019381653727101808
19,17,0.005104635917815605
19,18,0.0030897973639074624
19,19,0.00848526187185301
19,20,0.0037908545755792195
19,21,0.022855446179146685
19,22,0.003448904771193042
19,23,0.007583323709662764
19,24,0.008735888433782498
19,25,0.02007467718921311
19,26,0.034154620563251206
19,27,0.04316080015011813
19,28,0.03492386400460376
19,29,0.04053114369833154
19,30,0.04711994424628326
19,31,0.055933075716072776
20,1,0.003996490671821231
20,2,0.009817696308539462
20,3,0.014283273363765945
20,4,0.011941368541220049
20,5,0.0035602302281444354
20,6,0.014154209815725564
20,7,0.009385505825267955
20,8,0.020459944354773118
20,9,0.025441015101116616
20,10,0.029177513892299965
20,11,0.005214104682777896
20,12,0.0038209075369864437
20,13,0.026368866432468722
20,14,0.014883569641316399
20,15,0.01337482523178543
20,16,0.008216542927710353
20,17,0.02928162924599222
20,18,0.00783554995877194
20,19,0.004873692617284115
20,20,0.041253758173412605
20,21,0.02925606396597849
20,22,0.03049826176943077
20,23,0.0055218767835904905
20,24,0.0016454515064649679
20,25,0.034772093677074484
20,26,0.01133263692173072
20,27,0.02246555681972662
20,28,0.033459865364555696
20,29,0.01735661019107379
20,30,0.0031071709570255003
20,31,0.07009008970478788
21,1,0.019130798645814236
21,2,0.002622369745532347
21,3,0.005691961622450444
21,4,0.009196706167500703
21,5,0.01838967283888119
21,6,0.015598244151211946
21,7,0.011197307990106535
21,8,0.020685566294741595
21,9,0.006492489815143131
21,10,0.0045227519875610505
21,11,0.023866796493240118
21,12,0.017542252213563838
21,13,0.011323139764110996
21,14,0.045424568384125896
21,15,0.004613877347589226
21,16,0.0504277338748165
21,17,0.0560805676997284
21,18,0.012332725927428219
21,19,0.017671023541298802
21,20,0.011572934450898468
21,21,0.0036083834569029796
21,22,0.019703919287293276
21,23,0.012005651280649765
21,24,0.015675763883034027
21,25,0.0021143481364584845
21,26,0.05175123556698606
21,27,0.012356798887900011
21,28,0.033551387835419805
21,29,0.05604634134179845
21,30,0.04495315449737307
21,31,0.019911753486219857
22,1,0.010635662619212578
22,2,0.01547047247322529
22,3,0.005018162547493605
22,4,0.03651756968823707
22,5,0.010992746341493559
22,6,0.01044490678005867
22,7,0.015668773015722736
22,8,0.0028178279309868798
22,9,0.02395218461637287
22,10,0.006041462771063224
22,11,0.0432881511951851
22,12,0.0058393215047209575
22,13,0.021586374521996736
22,14,0.011469091285347944
22,15,0.008267957383338562
22,16,0.007501555390770739
22,17,0.09064423772478453
22,18,0.005439396825866452
22,19,0.03618840491639897
22,20,0.027184930918691678
22,21,0.0060587884677558365
22,22,0.048843934729325425
22,23,0.014141945234232072
22,24,0.005327977731917544
22,25,0.0006536818378865676
22,26,0.001405171024144972
22,27,0.048689500046140775
22,28,0.004626377550772727
22,29,0.02771416954079462
22,30,0.012352327039284945
22,31,0.013512704130194437
23,1,0.0017950566422544713
23,2,0.006427286462036362
23,3,0.007954063567167298
23,4,0.007856326105053055
23,5,0.0010272278693350392
23,6,0.02501775840015934
23,7,0.004907828031281231
23,8,0.005467570938875308
23,9,0.008758546000791791
23,10,0.016795451148040305
23,11,0.005157948081262559
23,12,0.004350295688055217
23,13,0.003641933819620407
23,14,0.007939410240650828
23,15,0.006493622144915
23,16,0.0025271608057479784
23,17,0.00520075090091835
23,18,0.00929563638964182
23,19,0.01889479463302571
23,20,0.01978112216246787
23,21,0.004921944772324576
23,22,0.00105506021389065
23,23,0.023900726309311886
23,24,0.03525755446373855
23,25,0.06670484021293055
23,26,0.008166019556669768
23,27,0.018475276250504876
23,28,0.0031603877313877743
23,29,0.0029695126919381584
23,30,0.024559508332528533
23,31,0.0016586959162151651
24,1,0.03336968549850358
24,2,0.013388793692380937
24,3,0.007374074812566625
24,4,0.008072144778799046
24,5,0.006406872541764919
24,6,0.006807295529130231
24,7,0.003941119454046465
24,8,0.004446742261887065
24,9,0.01489532910105031
24,10,0.0033271085278737053
24,11,0.006690099484270692
24,12,0.010332735241987601
24,13,0.009519365369466428
24,14,0.01391221660145789
24,15,0.01373067530897476
24,16,0.0037342386973765714
24,17,0.007679164760403305
24,18,0.021349303839751553
24,19,0.005774161067725746
24,20,0.005923065285238194
24,21,0.004954989737878476
24,22,0.00978645620489576
24,23,0.01893997440887993
24,24,0.015394249003190544
24,25,0.021382673329252387
24,26,0.02380286047208235
24,27,0.05770164030723542
24,28,0.047121048407891365
24,29,0.05009729436390346
24,30,0.08253476328212722
24,31,0.01632262719429372
25,1,0.017891627031836534
25,2,0.004662694474747849
25,3,0.0007527589464702794
25,4,0.0024649346431923477
25,5,0.009986650425285666
25,6,0.00340531744586767
25,7,0.010807854387054507
25,8,0.005363359140562693
25,9,0.016057046660653794
25,10,0.013597114388191065
25,11,0.01817435298519932
25,12,0.0025547551838992853
25,13,0.006644770490107968
25,14,0.0021756649777961994
25,15,0.015714005966074855
25,16,0.013566912195207236
25,17,0.007247403654573518
25,18,0.012291361661021289
25,19,0.006275682352696167
25,20,0.01768435551599733
25,21,0.01694225375760038
25,22,0.013026461846797954
25,23,0.0024092577943624956
25,24,0.005795315108940494
25,25,0.032373910532454
25,26,0.02645163095871577
25,27,0.0050617988041087815
25,28,0.006637894090182198
25,29,0.02736691533505043
25,30,0.020061890275285724
25,31,0.03558238971142884
26,1,0.016920628429952667
26,2,0.0034134774926907214
26,3,0.004054210733362127
26,4,0.009274812423651482
26,5,0.009180120411340318
26,6,0.0070491255027248295
26,7,0.006139365642455588
26,8,0.01477049989216639
26,9,0.00785430499191004
26,10,0.0059952845547159885
26,11,0.004260446227997014
26,12,0.013399990476554692
26,13,0.0016012514939458102
26,14,0.0018310239033974861
26,15,0.016126125542183456
26,16,0.004844422360552486
26,17,0.0326773763097957
26,18,0.011245198394644069
26,19,0.007856396535793135
26,20,0.014717331083836412
26,21,0.01199718158878528
26,22,0.011664125070099472
26,23,0.02101400965336271
26,24,0.010628718118162569
26,25,0.010487653855564215
26,26,0.0027950174159703267
26,27,0.010591264226678915
26,28,0.022815661935374935
26,29,0.026570623209039634
26,30,0.03575173944933363
26,31,0.005692113285211858
27,1,0.01938758374860301
27,2,0.008064310722461753
27,3,0.0024698077402292443
27,4,0.005660517955986091
27,5,0.0012987699284451352
27,6,0.005427676993711777
27,7,0.002948943295833743
27,8,0.004573649970148962
27,9,0.0025145360379437826
27,10,0.008184415525260287
27,11,0.011914554971674408
27,12,0.012780016253464751
27,13,0.01028768433855788
27,14,0.027711812506769445
27,15,0.008310290898162593
27,16,0.0037962562364529206
27,17,0.010672716572835398
27,18,0.009420219483491693
27,19,0.02095143830860637
27,20,0.027432444395898068
27,21,0.004561401693311023
27,22,0.012465407715979598
27,23,0.024297945309867064
27,24,0.042904134965953605
27,25,0.025741794237930726
27,26,0.002285776114246563
27,27,0.005110356526465817
27,28,0.02193287275691484
27,29,0.02246517084912442
27,30,0.009054852954605416
27,31,0.016971735935167518
28,1,0.007223224955920015
28,2,0.00539752844388272
28,3,0.005352854733588844
28,4,0.007091878688987132
28,5,0.004506265331349121
28,6,0.0018320131882990666
28,7,0.0017156766736613946
28,8,0.009106458231861379
28,9,0.002509271635649666
28,10,0.006431117570926746
28,11,0.005463485336507092
28,12,0.013092214403068302
28,13,0.0032306594318239285
28,14,0.009361667445283444
28,15,0.01590859826509405
28,16,0.009844816909183027
28,17,0.017484236451543223
28,18,0.0043689881414312425
28,19,0.018211765375070407
28,20,0.010435513321925825
28,21,0.015003339415182936
28,22,0.01389147661819277
28,23,0.003913993388831657
28,24,0.004263690747681311
28,25,0.0072975709276939206
28,26,0.024866987888296752
28,27,0.008492918796965114
28,28,0.001661868141072899
28,29,0.00542669869810831
28,30,0.0021979394692797686
28,31,0.010346203791908835
29,1,0.00902851961356764
29,2,0.0029338038986400344
29,3,0.005470093186884468
29,4,0.009177945579029853
29,5,0.007254661693439188
29,6,0.008826991283868033
29,7,0.005167812444447385
29,8,0.011522021058829025
29,9,0.00457405247901261
29,10,0.0023770324412737344
29,11,0.006564170895249638
29,12,0.01209036539703105
29,13,0.02224263750809599
29,14,0.031178246519943033
29,15,0.017047801355035284
29,16,0.020109579803558857
29,17,0.00784894578060443
29,18,0.014805049520883778
29,19,0.016520888954929428
29,20,0.01095678759440781
29,21,0.012386436386290835
29,22,0.015470723585984343
29,23,0.01766953498760961
29,24,0.013102912625101399
29,25,0.01539980778387337
29,26,0.00701213365296267
29,27,0.02503601912903192
29,28,0.01571868255977463
29,29,0.010849752471650374
29,30,0.008053496242938264
29,31,0.0033530016873082966
30,1,0.015397323275065272
30,2,0.012876260630578425
30,3,0.0037623481564070865
30,4,0.009508095764978223
30,5,0.0073804700497367235
30,6,0.0029808899975955626
30,7,0.012498955906807326
30,8,0.0037899160217815587
30,9,0.010511254637026372
30,10,0.007902885474288524
30,11,0.008270697629733944
30,12,0.008691265857162912
30,13,0.013119473457652985
30,14,0.010141846280465959
30,15,0.031008113950921578
30,16,0.011874548717776184
30,17,0.0004086124598931039
30,18,0.008153228285756082
30,19,0.047635112577912496
30,20,0.0050400888252982645
30,21,0.02570308610621262
30,22,0.0053805887941873526
30,23,0.0038203625429307584
30,24,0.030656310223200613
30,25,0.033243709719413456
30,26,0.013711711910415748
30,27,0.004547142510846706
30,28,0.028185618293117526
30,29,0.009360799545815162
30,30,0.007726365398695234
30,31,0.022462059940734948
31,1,0.04277315270655646
31,2,0.012529194867745078
31,3,0.010282731707653673
31,4,0.006278575955397873
31,5,0.007654179748649472
31,6,0.013147355172874053
31,7,0.00455096599070229
31,8,0.004162376923132735
31,9,0.020063795109203638
31,10,0.005840678424830879
31,11,0.0222944617638048
31,12,0.006308346854513309
31,13,0.009975061368574099
31,14,0.022194388317485148
31,15,0.03466794617294877
31,16,0.007806903769852046
31,17,0.017117883703546024
31,18,0.012943263424698278
31,19,0.025049212055176785
31,20,0.014449063602588047
31,21,0.03192145020869104
31,22,0.015680295115476663
31,23,0.04238682292395492
31,24,0.011977525471053976
31,25,0.02495815574922367
31,26,0.013285636587540754
31,27,0.017829619103909653
31,28,0.006563882576681586
31,29,0.019878685055683992
31,30,0.018493083258112827
31,31,0.011464249892067135
