E,r,q2
0.16108841915,1,0.0101189785593
0.16108841915,1,0.0101013810745
0.161328402512,1,0.00936856851432
0.161328402512,1,0.00933812363823
0.16077369377,1,0.00954245990975
0.16077369377,1,0.00951317958237
0.161501204684,1,0.0116921934442
0.161501204684,1,0.011734229061
0.161729261374,1,0.0118520672777
0.161729261374,1,0.0118275309399
0.160429384505,1,0.00778553201571
0.160429384505,1,0.00780539090002
0.161094984786,2,0.0106049700568
0.161094984786,2,0.0106050361859
0.160908622186,2,0.00853014989266
0.160908622186,2,0.00852917638167
0.161459263494,2,0.0121969327004
0.161459263494,2,0.0123289174169
0.160545745106,2,0.00734380475897
0.160545745106,2,0.00734056850165
0.161872910248,2,0.00796285054935
0.161872910248,2,0.00784778508482
0.160203800929,2,0.0102073302946
0.160203800929,2,0.0101854324585
0.161117463245,3,0.00860863144407
0.161117463245,3,0.00861200673997
0.160721724488,3,0.00798041954838
0.160721724488,3,0.00798275755757
0.161505837703,3,0.00898600571232
0.161505837703,3,0.00893913857184
0.160483917767,3,0.00730119166895
0.160483917767,3,0.00735637193392
0.161824590996,3,0.0084860873573
0.161824590996,3,0.00845903867279
0.160198397066,3,0.00787971912201
0.160198397066,3,0.00786440772326
0.162078905992,3,0.0115273895547
0.162078905992,3,0.0115534693318
0.161125184175,4,0.00844960158954
0.161125184175,4,0.00844855900108
0.161430110484,4,0.0093033149753
0.161430110484,4,0.00921273015718
0.160704176203,4,0.00825657685733
0.160704176203,4,0.00825806752444
0.160513867533,4,0.0101428575454
0.160513867533,4,0.0102207371305
0.161763415229,4,0.00760700890822
0.161763415229,4,0.00759336625584
0.16199788905,4,0.00760429415107
0.16199788905,4,0.00767769556816
0.160116369426,4,0.00827800831833
0.160116369426,4,0.00826695708344
0.161038289683,5,0.012048338993
0.161038289683,5,0.0120612758712
0.161213499336,5,0.00879955201045
0.161213499336,5,0.00880262183369
0.160747851421,5,0.00687383062882
0.160747851421,5,0.00686464862134
0.161776805026,5,0.00769717647005
0.161776805026,5,0.00769495786664
0.160337582642,5,0.010134648377
0.160337582642,5,0.0100995862939
0.161944787532,5,0.0087097838543
0.161944787532,5,0.00871518296877
0.161073814423,6,0.00791723017104
0.161073814423,6,0.00791043803861
0.161254975344,6,0.0109434245398
0.161254975344,6,0.0109227925331
0.160775163351,6,0.00735103172014
0.160775163351,6,0.00735703112586
0.160641699175,6,0.00752452173562
0.160641699175,6,0.00751739390267
0.161579727231,6,0.00773300317898
0.161579727231,6,0.0077452977492
0.160416167661,6,0.00734517447565
0.160416167661,6,0.00737501602326
0.161916725856,6,0.00850443255239
0.161916725856,6,0.00848110158739
0.161139409501,7,0.00780714763816
0.161139409501,7,0.00781735395031
0.160959425895,7,0.00751996001913
0.160959425895,7,0.00752191106417
0.161430796292,7,0.00904384215766
0.161430796292,7,0.00903506325931
0.160656874769,7,0.0100490009558
0.160656874769,7,0.0100527830488
0.161657162833,7,0.00756867095515
0.161657162833,7,0.00756071290654
0.160309620216,7,0.00770108281781
0.160309620216,7,0.00767845723238
0.161988495921,7,0.00769868272873
0.161988495921,7,0.00768342003488
0.160144647552,7,0.00725438694336
0.160144647552,7,0.00723536691485
0.161119945571,8,0.00935493548791
0.161119945571,8,0.00935592739833
0.160893804601,8,0.0076942007868
0.160893804601,8,0.0076557343212
0.161613372968,8,0.00893370210102
0.161613372968,8,0.00887727375311
0.160574200983,8,0.00801156830061
0.160574200983,8,0.00810488447058
0.160261735183,8,0.0103518801529
0.160261735183,8,0.0103646967962
0.16195110159,8,0.0076894949962
0.16195110159,8,0.00767256228596
0.161133721456,9,0.0128758698529
0.161133721456,9,0.0129011491899
0.161421883393,9,0.0104211892633
0.161421883393,9,0.0104278119283
0.160551167855,9,0.0240306749284
0.160551167855,9,0.0241317680171
0.161825186217,9,0.00981761085425
0.161825186217,9,0.00983065259103
0.160184221669,9,0.0158229027646
0.160184221669,9,0.0158523373442
0.161048070286,10,0.00970426484552
0.161048070286,10,0.0097053349498
0.160708098248,10,0.0130460916655
0.160708098248,10,0.0129980715449
0.161600502338,10,0.0110613521107
0.161600502338,10,0.010868822032
0.160386903356,10,0.00911197701471
0.160386903356,10,0.00912122726747
0.161984571767,10,0.00993230819032
0.161984571767,10,0.0100754299841
0.161068703012,11,0.0102138666891
0.161068703012,11,0.010209211638
0.161370090281,11,0.0104678227895
0.161370090281,11,0.0104444534369
0.160523843753,11,0.00904878690674
0.160523843753,11,0.00905433053449
0.161856768308,11,0.0115379816971
0.161856768308,11,0.0115359065147
0.16019748216,11,0.00716804087075
0.16019748216,11,0.00721284158573
0.160955792457,12,0.00858292648849
0.160955792457,12,0.00860236440002
0.161378549023,12,0.00963255168029
0.161378549023,12,0.00967390997805
0.160748955037,12,0.00780179030797
0.160748955037,12,0.0078557358454
0.161639117479,12,0.00954163217333
0.161639117479,12,0.00953976446045
0.160441511302,12,0.0082020247333
0.160441511302,12,0.00820819118491
0.161838923191,12,0.0125133924688
0.161838923191,12,0.0125374802206
0.160200598086,12,0.0104709239939
0.160200598086,12,0.0103962718806
0.161234648625,13,0.0103240904587
0.161234648625,13,0.0103284014525
0.160879622691,13,0.00819700477935
0.160879622691,13,0.00818261348893
0.161547104768,13,0.0100456916267
0.161547104768,13,0.010095850767
0.160592346013,13,0.0123402363223
0.160592346013,13,0.0124157750933
0.161930865857,13,0.0142647821076
0.161930865857,13,0.01424554317
0.160207005105,13,0.00897978702545
0.160207005105,13,0.00900733484645
0.16201029232,13,0.00848240504247
0.16201029232,13,0.00847650108709
0.161035147589,14,0.00782045767253
0.161035147589,14,0.0078211342707
0.160822632401,14,0.00691953689652
0.160822632401,14,0.00693575709975
0.161593784205,14,0.0145622915398
0.161593784205,14,0.0146037286842
0.160377449625,14,0.00874921582881
0.160377449625,14,0.00874701778739
0.161838071222,14,0.00855289667881
0.161838071222,14,0.00858111416549
0.160121969362,14,0.00934192264837
0.160121969362,14,0.00933330792202
0.161214067814,15,0.00728713134208
0.161214067814,15,0.00728651280608
0.160865408785,15,0.00703545868441
0.160865408785,15,0.00703277135312
0.16157743654,15,0.00660450538588
0.16157743654,15,0.00660285798637
0.160621724641,15,0.00907752857661
0.160621724641,15,0.00912849301374
0.160499463345,15,0.00799540750942
0.160499463345,15,0.0079777322382
0.161925264827,15,0.00821870505242
0.161925264827,15,0.00821801332201
0.16021516211,15,0.0085885607981
0.16021516211,15,0.00857633561695
0.160980674389,16,0.00990385434808
0.160980674389,16,0.00990127373759
0.161332292468,16,0.00893292212246
0.161332292468,16,0.00893192349079
0.160526468317,16,0.00791770157596
0.160526468317,16,0.00790988505569
0.161740684149,16,0.0081870395026
0.161740684149,16,0.00820219500267
0.162051661851,16,0.00834461668783
0.162051661851,16,0.00836905021041
0.161170623506,17,0.00867921407029
0.161170623506,17,0.00868842283088
0.161466928796,17,0.0113552785573
0.161466928796,17,0.0113398329382
0.160587389778,17,0.00930755885856
0.160587389778,17,0.00931179981214
0.161714597337,17,0.00914588211935
0.161714597337,17,0.00907665339125
0.160383665856,17,0.00979298080234
0.160383665856,17,0.00978592320474
0.161172162048,18,0.00760570135169
0.161172162048,18,0.00760860956448
0.161446645091,18,0.00810031828666
0.161446645091,18,0.00814439398583
0.161720810321,18,0.0074914414447
0.161720810321,18,0.00758669901808
0.161892695839,18,0.00783363563793
0.161892695839,18,0.00781878766554
