E,r,q2
0.0198015340004,1,0.00582289137991
0.0198015340004,1,0.0058227025211
0.0198516017174,1,0.00563981714002
0.0198516017174,1,0.00563981816807
0.0197019241323,1,0.00573228310405
0.0197019241323,1,0.00573049124726
0.0196046109104,1,0.00540922621093
0.0196046109104,1,0.00540992024367
0.019956613391,1,0.00601754724681
0.019956613391,1,0.00601621624425
0.0195481259998,1,0.00547011961606
0.0195481259998,1,0.00547177357633
0.0200180530574,1,0.00557908655374
0.0200180530574,1,0.00557946065627
0.0194808836607,1,0.0056822960208
0.0194808836607,1,0.00568258979564
0.0201107564049,1,0.00557367646368
0.0201107564049,1,0.00558645504136
0.0193850650135,1,0.00541269670773
0.0193850650135,1,0.0054152078712
0.0201898101255,1,0.00568791045725
0.0201898101255,1,0.00568733015514
0.0192958863855,1,0.00544320443614
0.0192958863855,1,0.00544483686579
0.0192533264026,1,0.0058425058361
0.0192533264026,1,0.00583924776401
0.0203130618402,1,0.00546704328217
0.0203130618402,1,0.00543585201387
0.0203410761447,1,0.00603935855109
0.0203410761447,1,0.00602813488244
0.0191745617032,1,0.00603733885344
0.0191745617032,1,0.00604963920316
0.0204169343407,1,0.00539277813853
0.0204169343407,1,0.00539231239205
0.0204580857886,1,0.00568556939027
0.0204580857886,1,0.00567852442919
0.0197387378073,2,0.00576741641417
0.0197387378073,2,0.00576697487224
0.0198302121849,2,0.00585745213474
0.0198302121849,2,0.00586435423987
0.019895797892,2,0.00565114712461
0.019895797892,2,0.00564818736284
0.0195772796792,2,0.00560512822082
0.0195772796792,2,0.0056034789374
0.0199809489681,2,0.00565735995136
0.0199809489681,2,0.0056502416399
0.0195062664595,2,0.00571078437624
0.0195062664595,2,0.00575151094246
0.0200598301135,2,0.00643077619961
0.0200598301135,2,0.00639613275346
0.0194435597261,2,0.00597533329878
0.0194435597261,2,0.00597946532259
0.0194025091471,2,0.00560578931114
0.0194025091471,2,0.00559812460597
0.0201589054793,2,0.00571485006306
0.0201589054793,2,0.00569819700715
0.0202222168995,2,0.00542325102319
0.0202222168995,2,0.00541908266356
0.0193016089932,2,0.00570911421183
0.0193016089932,2,0.00571401759876
0.0202886706111,2,0.00539711576845
0.0202886706111,2,0.00540338873889
0.0192198056838,2,0.00583048134628
0.0192198056838,2,0.00581022105842
0.0203694865575,2,0.00538787257039
0.0203694865575,2,0.00540467673474
0.0191406676739,2,0.00611482058044
0.0191406676739,2,0.00611962295205
0.0204700042773,2,0.00579189243985
0.0204700042773,2,0.00578542156719
0.0190640901277,2,0.00553256013233
0.0190640901277,2,0.00553298712374
0.0197425348275,3,0.00553670706003
0.0197425348275,3,0.00553760621187
0.0196861395179,3,0.00606492764261
0.0196861395179,3,0.00606445445451
0.019895835112,3,0.00584208793507
0.019895835112,3,0.0058417603347
0.0199532252523,3,0.00568330502651
0.0199532252523,3,0.00567926351598
0.0195936967248,3,0.00552617951465
0.0195936967248,3,0.00552803095619
0.0199865906257,3,0.00579852914434
0.0199865906257,3,0.00580683279764
0.0194892907094,3,0.00589038211054
0.0194892907094,3,0.00586500284008
0.0200768484922,3,0.00562687496819
0.0200768484922,3,0.00562478026799
0.0194636777477,3,0.00539737169486
0.0194636777477,3,0.00539672565726
0.0201407053429,3,0.00572893965695
0.0201407053429,3,0.00572938105222
0.0193348582553,3,0.00580962103762
0.0193348582553,3,0.00579234410158
0.0202386723786,3,0.0058173230514
0.0202386723786,3,0.00581096986853
0.019256727126,3,0.0054733676434
0.019256727126,3,0.00547775201071
0.0203404208705,3,0.00584799561565
0.0203404208705,3,0.00586671804689
0.0191550829449,3,0.00544198455315
0.0191550829449,3,0.00543993213079
0.0204341860611,3,0.0054481428731
0.0204341860611,3,0.00544855781871
0.0190868986332,3,0.00590640262811
0.0190868986332,3,0.00587949061549
0.0205244852655,3,0.00565066294551
0.0205244852655,3,0.00565208127498
