E,r,l1_q2,l1_q3,l5_q2,l5_q3,l10_q2,l10_q3
7.332374885e-5,1,0.0003957169208,2.584162249e-7,0.005837374673,3.887653065e-5,0.02217218495,0.0005348570535
7.332374885e-5,1,0.0003957169208,2.584162249e-7,0.005837374673,3.887653065e-5,0.02217218495,0.0005348570535
0.0001279363619,1,0.000454737745,3.894586948e-7,0.006525861004,5.355148488e-5,0.02391738152,0.0006621484865
0.0001279363619,1,0.000454737745,3.894586948e-7,0.006525861004,5.355148488e-5,0.02391738152,0.0006621484865
1.419130388e-5,1,0.0003907141575,2.581787635e-7,0.005791590611,3.845396216e-5,0.02165457108,0.0004981583636
1.419130388e-5,1,0.0003907141575,2.581787635e-7,0.005791590611,3.845396217e-5,0.02165457108,0.0004981583636
0.000196728081,1,0.0003955161926,2.51459385e-7,0.005869246804,3.928429406e-5,0.02207892924,0.0005219578266
0.000196728081,1,0.0003955161926,2.51459385e-7,0.005869246804,3.928429406e-5,0.02207892924,0.0005219578266
-1.419130388e-5,1,0.0003907141575,2.581787635e-7,0.005791590611,3.845396216e-5,0.02165457108,0.0004981583636
-1.419130388e-5,1,0.0003907141575,2.581787635e-7,0.005791590611,3.845396216e-5,0.02165457108,0.0004981583636
0.000241156505,1,0.0004561845037,3.932250749e-7,0.006594596244,5.661643498e-5,0.02339129003,0.0006143043085
0.000241156505,1,0.0004561845037,3.932250749e-7,0.006594596244,5.661643498e-5,0.02339129003,0.0006143043085
-7.332374885e-5,1,0.0003957169208,2.584162249e-7,0.005837374673,3.887653065e-5,0.02217218495,0.0005348570535
-7.332374885e-5,1,0.0003957169208,2.584162249e-7,0.005837374673,3.887653065e-5,0.02217218495,0.0005348570535
0.0002906160403,1,0.0003969179041,2.671313022e-7,0.005717217016,3.654297039e-5,0.02161485271,0.0004940766974
0.0002906160403,1,0.0003969179041,2.671313022e-7,0.005717217016,3.654297039e-5,0.02161485271,0.0004940766974
0.0003134529102,1,0.0004144515816,3.01612303e-7,0.005879134219,3.963710144e-5,0.02205725443,0.0005254708628
0.0003134529102,1,0.0004144515816,3.01612303e-7,0.005879134219,3.963710144e-5,0.02205725443,0.0005254708628
-0.0001279363619,1,0.000454737745,3.894586948e-7,0.006525861004,5.355148488e-5,0.02391738152,0.0006621484865
-0.0001279363619,1,0.000454737745,3.894586948e-7,0.006525861004,5.355148488e-5,0.02391738152,0.0006621484865
-0.000196728081,1,0.0003955161926,2.51459385e-7,0.005869246804,3.928429406e-5,0.02207892924,0.0005219578266
-0.000196728081,1,0.0003955161926,2.51459385e-7,0.005869246804,3.928429406e-5,0.02207892924,0.0005219578266
0.0004070712528,1,0.0004009806273,2.724499889e-7,0.005952227596,4.052486253e-5,0.02230829223,0.0005374614216
0.0004070712528,1,0.0004009806273,2.724499889e-7,0.005952227596,4.052486253e-5,0.02230829223,0.0005374614216
-0.000241156505,1,0.0004561845037,3.932250749e-7,0.006594596244,5.661643498e-5,0.02339129003,0.0006143043085
-0.000241156505,1,0.0004561845037,3.932250749e-7,0.006594596244,5.661643498e-5,0.02339129003,0.0006143043085
0.0004769968416,1,0.0003912033949,2.505873458e-7,0.005722272314,3.662889301e-5,0.0215527334,0.0004875179252
0.0004769968416,1,0.0003912033949,2.505873458e-7,0.005722272314,3.662889301e-5,0.0215527334,0.0004875179252
-0.0002906160403,1,0.0003969179041,2.671313022e-7,0.005717217016,3.654297039e-5,0.02161485271,0.0004940766974
-0.0002906160403,1,0.0003969179041,2.671313022e-7,0.005717217016,3.654297039e-5,0.02161485271,0.0004940766974
-0.0003134529102,1,0.0004144515816,3.01612303e-7,0.005879134219,3.963710144e-5,0.02205725443,0.0005254708628
-0.0003134529102,1,0.0004144515816,3.01612303e-7,0.005879134219,3.963710144e-5,0.02205725443,0.0005254708628
0.0005209210783,1,0.0003925882113,2.566565284e-7,0.005882647777,4.111169154e-5,0.02214055363,0.0005341282126
0.0005209210783,1,0.0003925882113,2.566565284e-7,0.005882647777,4.111169154e-5,0.02214055363,0.0005341282126
0.0005616953988,1,0.0004460350004,4.127720896e-7,0.006211273565,4.755297476e-5,0.02323803289,0.0006170699735
0.0005616953988,1,0.0004460350004,4.127720896e-7,0.006211273565,4.755297476e-5,0.02323803289,0.0006170699735
-0.0004070712528,1,0.0004009806273,2.724499889e-7,0.005952227596,4.052486253e-5,0.02230829223,0.0005374614216
-0.0004070712528,1,0.0004009806273,2.724499889e-7,0.005952227596,4.052486253e-5,0.02230829223,0.0005374614216
0.0006351960078,1,0.0004153929346,3.037199822e-7,0.006001024832,4.157728342e-5,0.02225363355,0.0005366133849
0.0006351960078,1,0.0004153929346,3.037199822e-7,0.006001024832,4.157728342e-5,0.02225363355,0.0005366133849
-0.0004769968416,1,0.0003912033949,2.505873458e-7,0.005722272314,3.662889301e-5,0.0215527334,0.0004875179252
-0.0004769968416,1,0.0003912033949,2.505873458e-7,0.005722272314,3.662889301e-5,0.0215527334,0.0004875179252
0.0007045737292,1,0.0004036207438,2.866392487e-7,0.005936605625,4.127978983e-5,0.02215245904,0.0005339145969
0.0007045737292,1,0.0004036207438,2.866392487e-7,0.005936605625,4.127978983e-5,0.02215245904,0.0005339145969
-0.0005209210783,1,0.0003925882113,2.566565284e-7,0.005882647777,4.111169154e-5,0.02214055363,0.0005341282126
-0.0005209210783,1,0.0003925882113,2.566565284e-7,0.005882647777,4.111169154e-5,0.02214055363,0.0005341282126
0.0007329486139,1,0.000393586282,2.652286432e-7,0.005871637841,3.95249682e-5,0.02207820849,0.0005262084235
0.0007329486139,1,0.000393586282,2.652286432e-7,0.005871637841,3.95249682e-5,0.02207820849,0.0005262084235
-0.0005616953988,1,0.0004460350004,4.127720896e-7,0.006211273565,4.755297476e-5,0.02323803289,0.0006170699735
-0.0005616953988,1,0.0004460350004,4.127720896e-7,0.006211273565,4.755297476e-5,0.02323803289,0.0006170699735
0.0007885780395,1,0.0003890257571,2.431399973e-7,0.005753198995,3.655624489e-5,0.02193008035,0.0005110867244
0.0007885780395,1,0.0003890257571,2.431399973e-7,0.005753198995,3.655624489e-5,0.02193008035,0.0005110867244
-0.0006351960078,1,0.0004153929346,3.037199822e-7,0.006001024832,4.157728342e-5,0.02225363355,0.0005366133849
-0.0006351960078,1,0.0004153929346,3.037199822e-7,0.006001024832,4.157728342e-5,0.02225363355,0.0005366133849
0.0008510744884,1,0.0003859315748,2.504744471e-7,0.00575943968,3.767262897e-5,0.02180003813,0.000506473646
0.0008510744884,1,0.0003859315748,2.504744471e-7,0.00575943968,3.767262897e-5,0.02180003813,0.0005064736459
-0.0007045737292,1,0.0004036207438,2.866392487e-7,0.005936605625,4.127978983e-5,0.02215245904,0.0005339145969
-0.0007045737292,1,0.0004036207438,2.866392487e-7,0.005936605625,4.127978983e-5,0.02215245904,0.0005339145969
0.0009055085897,1,0.0004142953149,2.881222445e-7,0.006068501211,4.359666753e-5,0.02258303151,0.0005579079181
0.0009055085897,1,0.0004142953149,2.881222445e-7,0.006068501211,4.359666753e-5,0.02258303151,0.0005579079181
0.000110887519,2,0.000387072358,2.435044999e-7,0.005701818889,3.653361418e-5,0.02153396952,0.0004917863713
0.000110887519,2,0.000387072358,2.435044999e-7,0.005701818889,3.653361418e-5,0.02153396952,0.0004917863713
6.546663703e-5,2,0.0003901113628,2.571984417e-7,0.005762901961,3.763907466e-5,0.02159220468,0.0004903195601
6.546663703e-5,2,0.0003901113628,2.571984417e-7,0.005762901961,3.763907466e-5,0.02159220468,0.0004903195601
0.0001380390194,2,0.0003958595079,2.617735072e-7,0.005750914846,3.69054849e-5,0.02163078026,0.0004922856457
0.0001380390194,2,0.0003958595079,2.617735072e-7,0.005750914846,3.69054849e-5,0.02163078026,0.0004922856457
1.913519079e-5,2,0.0004226204566,3.180950609e-7,0.00608886316,4.361122069e-5,0.02275390879,0.0005682109957
1.913519079e-5,2,0.0004226204566,3.180950609e-7,0.00608886316,4.361122069e-5,0.02275390879,0.0005682109957
0.0002095209913,2,0.0003974149717,2.768015492e-7,0.005853928123,3.971021267e-5,0.02194763894,0.0005191428178
0.0002095209913,2,0.0003974149717,2.768015492e-7,0.005853928123,3.971021267e-5,0.02194763894,0.0005191428178
-1.913519079e-5,2,0.0004226204566,3.180950609e-7,0.00608886316,4.361122069e-5,0.02275390879,0.0005682109957
-1.913519079e-5,2,0.0004226204566,3.180950609e-7,0.00608886316,4.361122069e-5,0.02275390879,0.0005682109957
0.0002598484364,2,0.0004054180992,2.791484045e-7,0.005957645793,4.058710094e-5,0.02219674197,0.000530047557
0.0002598484364,2,0.0004054180992,2.791484045e-7,0.005957645793,4.058710094e-5,0.02219674197,0.000530047557
-6.546663703e-5,2,0.0003901113628,2.571984417e-7,0.005762901961,3.763907466e-5,0.02159220468,0.0004903195601
-6.546663703e-5,2,0.0003901113628,2.571984417e-7,0.005762901961,3.763907466e-5,0.02159220468,0.0004903195601
-0.000110887519,2,0.000387072358,2.435044999e-7,0.005701818889,3.653361418e-5,0.02153396952,0.0004917863713
-0.000110887519,2,0.000387072358,2.435044999e-7,0.005701818889,3.653361418e-5,0.02153396952,0.0004917863713
-0.0001380390194,2,0.0003958595079,2.617735072e-7,0.005750914846,3.69054849e-5,0.02163078026,0.0004922856457
-0.0001380390194,2,0.0003958595079,2.617735072e-7,0.005750914846,3.69054849e-5,0.02163078026,0.0004922856457
0.0003536946625,2,0.0004186826586,3.239402246e-7,0.006229971289,4.845611081e-5,0.02322805215,0.0006338052642
0.0003536946625,2,0.0004186826586,3.239402246e-7,0.006229971289,4.845611081e-5,0.02322805215,0.0006338052642
0.0003911365576,2,0.0003797785278,2.285824912e-7,0.005639103127,3.469809133e-5,0.02149926916,0.0004816951101
0.0003911365576,2,0.0003797785278,2.285824912e-7,0.005639103127,3.469809133e-5,0.02149926916,0.0004816951101
-0.0002095209913,2,0.0003974149717,2.768015492e-7,0.005853928123,3.971021267e-5,0.02194763894,0.0005191428178
-0.0002095209913,2,0.0003974149717,2.768015492e-7,0.005853928123,3.971021267e-5,0.02194763894,0.0005191428178
0.0004130806253,2,0.0004259902831,3.236463679e-7,0.006160169943,4.765629015e-5,0.02284462208,0.0005856789666
0.0004130806253,2,0.0004259902831,3.236463678e-7,0.006160169943,4.765629015e-5,0.02284462208,0.0005856789666
-0.0002598484364,2,0.0004054180992,2.791484045e-7,0.005957645793,4.058710094e-5,0.02219674197,0.000530047557
-0.0002598484364,2,0.0004054180992,2.791484045e-7,0.005957645793,4.058710094e-5,0.02219674197,0.000530047557
0.0004932659075,2,0.0003890865213,2.516311704e-7,0.005678056116,3.57211913e-5,0.02151676002,0.0004866127284
0.0004932659075,2,0.0003890865213,2.516311704e-7,0.005678056116,3.57211913e-5,0.02151676002,0.0004866127284
0.0005091011187,2,0.0004006938561,2.624844704e-7,0.005809257507,3.82806018e-5,0.02217826544,0.0005361748148
0.0005091011187,2,0.0004006938561,2.624844704e-7,0.005809257507,3.82806018e-5,0.02217826544,0.0005361748148
-0.0003536946625,2,0.0004186826586,3.239402246e-7,0.006229971289,4.845611081e-5,0.02322805215,0.0006338052642
-0.0003536946625,2,0.0004186826586,3.239402246e-7,0.006229971289,4.845611081e-5,0.02322805215,0.0006338052642
-0.0003911365576,2,0.0003797785278,2.285824912e-7,0.005639103127,3.469809133e-5,0.02149926916,0.0004816951101
-0.0003911365576,2,0.0003797785278,2.285824912e-7,0.005639103127,3.469809133e-5,0.02149926916,0.0004816951101
0.0006108650564,2,0.0003894545184,2.480752189e-7,0.005851202639,3.896154877e-5,0.02201597143,0.0005167666421
0.0006108650564,2,0.0003894545184,2.480752189e-7,0.005851202639,3.896154877e-5,0.02201597143,0.0005167666421
-0.0004130806253,2,0.0004259902831,3.236463678e-7,0.006160169943,4.765629015e-5,0.02284462208,0.0005856789666
-0.0004130806253,2,0.0004259902831,3.236463678e-7,0.006160169943,4.765629015e-5,0.02284462208,0.0005856789666
0.00063710319,2,0.0004103048526,2.929145761e-7,0.006018111948,4.231664579e-5,0.02251121486,0.0005493950907
0.00063710319,2,0.0004103048526,2.929145761e-7,0.006018111948,4.231664579e-5,0.02251121486,0.0005493950907
-0.0004932659075,2,0.0003890865213,2.516311704e-7,0.005678056116,3.57211913e-5,0.02151676002,0.0004866127284
-0.0004932659075,2,0.0003890865213,2.516311704e-7,0.005678056116,3.57211913e-5,0.02151676002,0.0004866127284
0.0006962056754,2,0.000411594226,2.906577665e-7,0.005997209583,4.187566387e-5,0.02210145777,0.0005196162081
0.0006962056754,2,0.000411594226,2.906577665e-7,0.005997209583,4.187566387e-5,0.02210145777,0.0005196162081
-0.0005091011187,2,0.0004006938561,2.624844704e-7,0.005809257507,3.82806018e-5,0.02217826544,0.0005361748148
-0.0005091011187,2,0.0004006938561,2.624844704e-7,0.005809257507,3.82806018e-5,0.02217826544,0.0005361748148
0.0007613610178,2,0.000424306251,3.487384115e-7,0.006176232042,4.784260102e-5,0.02255985205,0.0005627911418
0.0007613610178,2,0.000424306251,3.487384115e-7,0.006176232042,4.784260102e-5,0.02255985205,0.0005627911418
