E,r,q1,q2
0.200071732175,1,1.0,0.0137586498721
0.199840227022,1,1.0,0.0136268681327
0.200204953136,1,1.0,0.0147459212095
0.199786357221,1,1.0,0.0133461466326
0.200223716908,1,1.0,0.0131124730103
0.199680054289,1,1.0,0.012101927394
0.200380674616,1,1.0,0.0136271732448
0.199554943277,1,1.0,0.0122163434932
0.200513024019,1,1.0,0.0147311580068
0.199471965058,1,1.0,0.0139120371622
0.200555036041,1,1.0,0.0138188588054
0.200582141902,1,1.0,0.0132162822439
0.1993493881,1,1.0,0.0124376047297
0.200736685364,1,1.0,0.0139633406391
0.199218724309,1,1.0,0.0155373775626
0.200823390235,1,1.0,0.0153140313432
0.199138414667,1,1.0,0.0122202053921
0.199975032547,2,1.0,0.0135063678753
0.200075882935,2,1.0,0.0157492126537
0.199872089974,2,1.0,0.0120742663127
0.200139799432,2,1.0,0.0164185962376
0.199688513472,2,1.0,0.0137597759219
0.200364921722,2,1.0,0.0130777252658
0.200406670655,2,1.0,0.0139353956056
0.199585512437,2,1.0,0.0132461842078
0.199497334831,2,1.0,0.0121959504991
0.200525973068,2,1.0,0.0138172603553
0.200598139547,2,1.0,0.0168725358394
0.199375576508,2,1.0,0.0146997057961
0.199290751936,2,1.0,0.0134712893527
0.200716040823,2,1.0,0.0140300639827
0.19918561894,2,1.0,0.0127207242126
0.200915700917,2,1.0,0.0195755055347
0.199027041904,2,1.0,0.0135261438765
0.200069698981,3,1.0,0.012125247119
0.199860836557,3,1.0,0.013029980697
0.200150390832,3,1.0,0.0126790303718
0.199761112108,3,1.0,0.0131612990801
0.200246543152,3,1.0,0.0135233834445
0.199703295205,3,1.0,0.0130774292842
0.199635309881,3,1.0,0.0146776074827
0.200379440868,3,1.0,0.012543962164
0.200527614314,3,1.0,0.0133223675435
0.19947136279,3,1.0,0.0125867750208
0.199383925283,3,1.0,0.012708282615
0.200639458831,3,1.0,0.0130239724198
0.19929614608,3,1.0,0.0126849022688
0.200759856859,3,1.0,0.0142376009353
0.199204651861,3,1.0,0.0136387454404
0.200848685169,3,1.0,0.0131465087005
0.200032459557,4,1.0,0.0147554309029
0.199886277582,4,1.0,0.0148098874831
0.200156247046,4,1.0,0.0253062154056
0.200231253473,4,1.0,0.0140543029789
0.199764677385,4,1.0,0.0146399768518
0.20027904834,4,1.0,0.021787904099
0.199692427266,4,1.0,0.0143147721536
0.19953347478,4,1.0,0.0121270511763
0.200480699969,4,1.0,0.0121050246154
0.200552312967,4,1.0,0.0156983597205
0.200580251787,4,1.0,0.0118602459219
0.199402903926,4,1.0,0.0144625661724
0.199358452502,4,1.0,0.0135090059424
0.20067844441,4,1.0,0.0164625618824
0.200757732369,4,1.0,0.0130543343634
0.199194220342,4,1.0,0.0146934046652
0.199160025323,4,1.0,0.0128997387371
0.199956561486,5,1.0,0.0141183672169
0.200052027259,5,1.0,0.0133324326668
0.199819535146,5,1.0,0.0144625256847
0.200207085403,5,1.0,0.0163159318489
0.199723908323,5,1.0,0.016075053163
0.200289403351,5,1.0,0.0139109422505
0.19958763839,5,1.0,0.0141907027516
0.200431849086,5,1.0,0.0133906496237
0.199493032508,5,1.0,0.0123022029936
0.20055825489,5,1.0,0.0148943720803
0.199428614191,5,1.0,0.0160628133788
0.200633509457,5,1.0,0.0120662343234
0.200710660804,5,1.0,0.013553550253
0.199249993202,5,1.0,0.0174241968227
0.200832431347,5,1.0,0.0133154262383
0.200870922471,5,1.0,0.0133093576589
0.199128105535,5,1.0,0.0139701410697
0.200969637644,5,1.0,0.0135864492549
0.199982519629,6,1.0,0.0156029321798
0.200171961563,6,1.0,0.0122662919343
0.199779137309,6,1.0,0.0148300340285
0.200280910502,6,1.0,0.0119324752254
0.199669168162,6,1.0,0.0137567638254
0.199574756505,6,1.0,0.0129931668462
0.200431451115,6,1.0,0.012647744056
0.200529678933,6,1.0,0.0127751692444
0.199412543327,6,1.0,0.0124634880229
0.200630712082,6,1.0,0.0203025079915
0.19935747766,6,1.0,0.0133875982105
0.200725288775,6,1.0,0.0146657091322
0.199175356574,6,1.0,0.0140488045083
0.200830299662,6,1.0,0.0135501489182
0.199098200849,6,1.0,0.0145405637207
0.20095218296,6,1.0,0.0144961050775
0.199026447554,6,1.0,0.0135042900315
0.198936721064,6,1.0,0.0171629048482
