E,r,q2
0.152242406043,1,0.00754933460872
0.152242406043,1,0.00754444022612
0.152372767576,1,0.00631295128397
0.152372767576,1,0.00631273290787
0.152007353244,1,0.00635510701514
0.152007353244,1,0.00636335183869
0.152547222898,1,0.00662856242164
0.152547222898,1,0.00662756872874
0.151823288085,1,0.0071652452923
0.151823288085,1,0.00717930542352
0.152704850535,1,0.00657329007609
0.152704850535,1,0.00657994414946
0.151616037593,1,0.00650642700327
0.151616037593,1,0.00650561622339
0.152840642947,1,0.0063195634023
0.152840642947,1,0.00631832065092
0.151483083235,1,0.00651008197182
0.151483083235,1,0.00652481947767
0.153043875307,1,0.00648204949949
0.153043875307,1,0.00646792195835
0.151219009019,1,0.00656725115744
0.151219009019,1,0.00656228711349
0.152281105291,2,0.00748405843205
0.152281105291,2,0.00747996180525
0.152090795125,2,0.00631035507653
0.152090795125,2,0.00631595545969
0.151939437428,2,0.0070716000851
0.151939437428,2,0.00706325333289
0.152546833588,2,0.00702309732634
0.152546833588,2,0.00703662014473
0.152715838641,2,0.00678417350334
0.152715838641,2,0.00678890054687
0.15166691269,2,0.00656002407134
0.15166691269,2,0.00656157398207
0.152832491822,2,0.00652274449946
0.152832491822,2,0.00651570107399
0.151505318783,2,0.00630486056456
0.151505318783,2,0.00630758527032
0.152941382101,2,0.00644402545001
0.152941382101,2,0.00644001009888
0.151250865714,2,0.00648641713096
0.151250865714,2,0.00647526362767
0.152243633476,3,0.00698218235589
0.152243633476,3,0.00698058713271
0.152340274314,3,0.0101141686248
0.152340274314,3,0.0101035228616
0.152462738748,3,0.00669932846529
0.152462738748,3,0.00670308992345
0.151938587477,3,0.00664237332483
0.151938587477,3,0.00663572730312
0.151832000717,3,0.00648328767188
0.151832000717,3,0.00649232299925
0.152768194332,3,0.00734156003746
0.152768194332,3,0.00735775196209
0.151641451754,3,0.00615829706612
0.151641451754,3,0.00616166400697
0.152954225434,3,0.00691182959441
0.152954225434,3,0.00690915619788
0.15303062761,3,0.00913002458328
0.15303062761,3,0.00912054636521
0.151380221656,3,0.00600077918765
0.151380221656,3,0.00600547227172
0.152189523487,4,0.00716508814102
0.152189523487,4,0.00716650240697
0.152384300186,4,0.0069410663121
0.152384300186,4,0.00693737281393
0.151992293247,4,0.00633534021486
0.151992293247,4,0.00632021907322
0.151853171253,4,0.00620920388577
0.151853171253,4,0.0062062740003
0.152656927714,4,0.00657600011634
0.152656927714,4,0.00658233249412
0.151651690927,4,0.00709470571196
0.151651690927,4,0.00709597781679
0.15289067662,4,0.0063870535079
0.15289067662,4,0.00637712488525
0.151524754488,4,0.00642668292633
0.151524754488,4,0.0064345199023
0.153091268579,4,0.00673735262197
0.153091268579,4,0.00673618687425
0.151258004001,4,0.00670980434398
0.151258004001,4,0.00670702340751
0.152220944633,5,0.00701578999245
0.152220944633,5,0.00701577971247
0.152115214086,5,0.00614265427416
0.152115214086,5,0.00614337400283
0.152461204241,5,0.00647628724064
0.152461204241,5,0.00647977953368
0.151954834383,5,0.00667680258011
0.151954834383,5,0.00666750512522
0.152621630271,5,0.00836735888685
0.152621630271,5,0.00838344615622
0.151716072998,5,0.00620715184927
0.151716072998,5,0.00619786559317
0.15277117979,5,0.007028809085
0.15277117979,5,0.00702715568882
0.151621729854,5,0.00647053178615
0.151621729854,5,0.00647703096175
0.15140373201,5,0.00659978213633
0.15140373201,5,0.00660784029561
0.153025897325,5,0.0069742782561
0.153025897325,5,0.00698047055597
0.152131857317,6,0.0067383320753
0.152131857317,6,0.00673643737392
0.152312787939,6,0.00703530581913
0.152312787939,6,0.00703366663933
0.152496664555,6,0.00767192281842
0.152496664555,6,0.00767040087852
0.152646864243,6,0.00719357000505
0.152646864243,6,0.00718547777171
0.151757224906,6,0.00711513091698
0.151757224906,6,0.00711590748575
0.151703092151,6,0.00661014434691
0.151703092151,6,0.00661011632621
0.15147570707,6,0.00658394675486
0.15147570707,6,0.00659087366214
0.152963146305,6,0.00625995433285
0.152963146305,6,0.00627320992928
0.153157288871,6,0.00737557515268
0.153157288871,6,0.00736207649023
0.15123132431,6,0.00692204637486
0.15123132431,6,0.00693448036118
0.152245313153,7,0.00712221998645
0.152245313153,7,0.00712191260979
0.152053263934,7,0.0089902864355
0.152053263934,7,0.008987448703
0.151901316726,7,0.00665509852859
0.151901316726,7,0.0066556043955
0.15252231877,7,0.00721224496774
0.15252231877,7,0.00721485606705
0.151659753595,7,0.00726401058422
0.151659753595,7,0.00726077783165
0.152830493196,7,0.00683286943633
0.152830493196,7,0.00683526008721
0.151496022159,7,0.00663305551018
0.151496022159,7,0.00664156318677
0.151389416417,7,0.00621671714738
0.151389416417,7,0.00621669931338
0.153051018764,7,0.00673417272241
0.153051018764,7,0.00672695654208
0.153206286889,7,0.00688999553137
0.153206286889,7,0.00688365100274
0.152169217002,8,0.00680299228494
0.152169217002,8,0.00680077144338
0.152299976863,8,0.00726341430177
0.152299976863,8,0.00725931003685
0.151942072079,8,0.00724791705824
0.151942072079,8,0.00724613230356
0.15255442523,8,0.00656726144114
0.15255442523,8,0.00657001824036
0.151730811011,8,0.00647374650478
0.151730811011,8,0.00648164770197
0.152830119808,8,0.00625628738862
0.152830119808,8,0.00625359071223
0.151539027098,8,0.00670527733837
0.151539027098,8,0.00672380197924
0.153036517402,8,0.00699219195725
0.153036517402,8,0.00699009129707
0.151363862288,8,0.00711383269004
0.151363862288,8,0.00712611488228
0.15214342069,9,0.0064401159655
0.15214342069,9,0.00644162061233
0.152363815413,9,0.00617223179047
0.152363815413,9,0.00617220312937
0.152011564001,9,0.006797965014
0.152011564001,9,0.0067826146415
0.151883774206,9,0.00610867708099
0.151883774206,9,0.00610994501585
0.152623256831,9,0.006952398095
0.152623256831,9,0.00696320924533
0.152758496866,9,0.00611629015329
0.152758496866,9,0.00612075882979
0.151523620614,9,0.00665028261098
0.151523620614,9,0.00664877955606
0.153002985829,9,0.0080928096404
0.153002985829,9,0.00808379518958
0.15140667521,9,0.00589178582797
0.15140667521,9,0.00588733330027
0.151279772527,9,0.00705410586087
0.151279772527,9,0.00704409290604
0.153160550497,9,0.00758573823226
0.153160550497,9,0.00759296361163
0.152135392355,10,0.00633802317586
0.152135392355,10,0.00633735063932
0.15236071993,10,0.00814321446415
0.15236071993,10,0.00814894488202
0.152051257603,10,0.00874098512273
0.152051257603,10,0.00874142445794
0.151830574891,10,0.00690924997872
0.151830574891,10,0.00690777079076
0.15259858952,10,0.00706801182733
0.15259858952,10,0.0070630579772
0.152824064927,10,0.00753907190963
0.152824064927,10,0.00753659748876
0.151582757495,10,0.00726001606542
0.151582757495,10,0.00726083558935
0.152939389623,10,0.00836982214351
0.152939389623,10,0.00840071817788
0.151442744833,10,0.00661875771848
0.151442744833,10,0.00660229846084
0.153136737155,10,0.00637007539463
0.153136737155,10,0.00636644023523
0.151225421005,10,0.00743053805276
0.151225421005,10,0.00742606980411
0.152339564015,11,0.00728129534616
0.152339564015,11,0.00728320253835
0.152080383944,11,0.00649529484727
0.152080383944,11,0.00649587613716
0.152582807323,11,0.00848305283815
0.152582807323,11,0.00852005528879
0.151792818697,11,0.00733883116931
0.151792818697,11,0.00733681478619
0.151693681558,11,0.00699876518783
0.151693681558,11,0.00699556273686
0.15282930638,11,0.00672043173495
0.15282930638,11,0.00673537233006
0.151556032596,11,0.00682880030364
0.151556032596,11,0.00682786548517
0.152969518244,11,0.00645615820551
0.152969518244,11,0.00645855815555
0.151392945196,11,0.00680177279183
0.151392945196,11,0.00679344903112
0.153090820361,11,0.00725761044466
0.153090820361,11,0.00724726426357
0.152200442626,12,0.0068133928851
0.152200442626,12,0.00681297574298
0.152081299475,12,0.00718042996544
0.152081299475,12,0.00719068076951
0.152370569747,12,0.00706712701269
0.152370569747,12,0.00706407886388
0.151901148853,12,0.00627431695062
0.151901148853,12,0.0062859093632
0.151756717024,12,0.0064194371076
0.151756717024,12,0.00642537573915
0.15266595309,12,0.00724007101488
0.15266595309,12,0.00725838125766
0.152871850074,12,0.00805884162292
0.152871850074,12,0.00805529801661
0.151488073428,12,0.00707520829259
0.151488073428,12,0.00706961759941
